聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
生,開,三,臻,平,莊,臻,侁,0,,3
書,開,三,眞A,平,,臻,珅,0,,3
生,開,三,臻,平,莊,臻,甡,0,,3
,,,,,,,葠,0,,3
生,開,三,侵B,去,,深,罧,0,,3
生,開,三,臻,平,莊,臻,駪,0,,3
生,開,三,臻,平,莊,臻,燊,0,,3
端,開,一,覃,上,,咸,抌,0,,3
昌,開,三,侵A,上,章,深,瀋,0,,0
書,開,三,真A,上,章,臻,哂,0,,2
書,開,三,真A,上,章,臻,矧,0,,3
書,開,三,侵A,上,章,深,宷,0,,3
書,開,三,侵A,上,章,深,諗,0,,2
書,開,三,侵A,上,章,深,魫,0,,3
書,開,三,侵A,上,,深,瞫,0,,3
知,開,三,侵B,平,知,深,椹,0,,3
書,開,三,蒸,平,章,曾,陞,0,,0
生,開,二,庚,平,,梗,鉎,0,,3
心,開,四,青,平,,梗,鉎,0,,3
生,開,三,庚,上,莊,梗,眚,0,,3
,,,,,,,㗂,0,,3
溪,合,一,魂,入,見,臻,圣,0,,0
常,開,三,清A,去,章,梗,晟,0,,2
生,開,三,庚,去,莊,梗,貹,0,,3
船,開,三,蒸,去,,曾,賸,0,,3
書,開,三,之,平,章,止,呞,0,,3
書,開,三,脂A,平,章,止,鳲,0,,3
書,開,三,支A,平,章,止,絁,0,,3
書,開,三,脂A,平,章,止,蓍,0,,2
常,開,三,之,平,章,止,塒,0,,2
常,開,三,之,去,,止,蒔,0,,2
,,,,,,,𧵳,0,,3
常,開,三,蒸,入,章,曾,湜,0,,2
常,開,三,蒸,入,章,曾,寔,0,,3
常,開,三,清A,入,章,梗,鼫,0,,3
常,開,三,脂A,去,,止,眎,0,,3
常,開,三,脂A,上,,止,眎,0,,3
船,開,三,脂A,去,,止,眎,0,,3
書,開,三,祭A,去,,蟹,貰,0,,2
船,開,三,麻,去,,假,貰,0,,2
見,合,一,末,入,,山,适,0,,0
溪,合,一,末,入,,山,适,0,,0
徹,開,三,蒸,入,知,曾,栻,0,,3
影,開,三,昔,入,,梗,謚,0,,2
常,開,三,祭A,去,章,蟹,筮,0,,2
常,開,三,支A,上,章,止,諟,0,,3
書,開,三,清A,入,章,梗,襫,0,,3
常,合,三,虞,平,章,遇,殳,0,,3
徹,開,三,魚,平,知,遇,攄,0,,2
書,開,三,魚,上,章,遇,癙,0,,3
見,合,一,魂,上,見,臻,丨,0,,3
船,合,三,真A,入,章,臻,沭,0,,2
清,合,一,灰,平,精,蟹,縗,0,,3
,,,,,,,𣘚,0,,3
生,開,三,陽,平,莊,宕,驦,0,,3
,,,,,,,礵,0,,3
生,開,三,陽,平,莊,宕,鸘,0,,3
書,合,三,祭A,去,,蟹,帨,0,,3
清,合,三,祭A,去,,蟹,帨,0,,3
書,合,三,真A,去,章,臻,蕣,0,,3
日,合,三,真A,平,日,臻,瞤,0,,3
生,開,二,江,入,莊,江,槊,0,,2
,,,,,,,厶,0,,3
心,開,三,脂A,平,,止,厶,0,,3
,,,,,,,俬,0,,0
心,開,一,咍,平,精,蟹,愢,0,,3
心,開,三,之,平,精,止,楒,0,,3
初,開,三,之,平,莊,止,颸,0,,3
心,開,三,之,平,精,止,罳,0,,3
心,開,三,支A,去,精,止,澌,0,,2
清,開,一,咍,平,,蟹,偲,0,,3
俟,開,三,之,上,,止,涘,0,,3
來,開,三,之,平,來,止,梩,0,,3
心,開,三,之,去,精,止,笥,0,,2
俟,開,三,之,上,,止,竢,0,,3
,,,,,,,䦙,0,,3
心,開,三,東,平,精,通,娀,0,,3
心,開,三,鍾,上,精,通,竦,0,,2
心,開,三,鍾,上,精,通,㩳,0,,2
生,開,三,尤,平,,流,廋,0,,3
心,開,四,蕭,平,,效,瞍,0,,3
心,開,一,模,平,精,遇,㢝,0,,3
心,開,一,模,去,精,遇,泝,0,,1
心,開,三,東,入,精,通,驌,0,,3
生,開,三,屋,入,,通,谡,0,,2
心,開,一,模,去,精,遇,遡,0,,1
心,開,三,東,入,精,通,鷫,0,,3
心,開,一,東,入,精,通,蔌,0,,3
心,開,一,東,入,精,通,遬,0,,3
生,開,二,麥,入,,梗,愬,0,,3
心,開,一,模,去,,遇,愬,0,,3
心,開,一,東,入,精,通,樕,0,,3
心,開,一,東,入,精,通,餗,0,,3
生,開,三,東,入,莊,通,蹜,0,,3
心,合,一,寒,平,精,山,狻,0,,3
心,合,一,寒,平,精,山,𩆑,0,,3
心,合,三,脂A,平,,止,夊,0,,3
初,合,三,支B,平,,止,夊,0,,3
心,合,一,灰,平,精,蟹,挼,0,,3
心,合,三,脂A,平,精,止,荽,0,,2
,,,,,,,眭,0,,2
心,合,三,脂A,去,,止,睟,0,,3
,,,,,,,睟,0,,3
邪,合,三,脂A,去,,止,繸,0,,3
邪,合,三,脂A,去,精,止,璲,0,,3
邪,合,三,脂A,去,精,止,穟,0,,3
邪,合,三,脂A,去,精,止,襚,0,,3
心,合,一,灰,去,精,蟹,繀,0,,3
心,合,三,祭A,去,,蟹,繐,0,,3
心,合,一,魂,平,精,臻,猻,0,,2
心,合,三,真A,上,精,臻,隼,0,,2
心,開,一,歌,平,精,果,桫,0,,2
心,開,一,歌,平,,果,傞,0,,3
清,開,一,歌,平,,果,傞,0,,3
,,,,,,,睃,0,,2
心,開,一,歌,平,精,果,䓾,0,,3
生,開,二,覺,入,,江,嗍,0,,2
生,開,二,麥,入,,梗,𡩡,0,,3
心,開,一,唐,入,精,宕,𢱢,0,,3
,,,,,,,鉈,0,,2
端,開,一,覃,入,端,咸,荅,0,,3
透,開,一,寒,入,端,山,闥,0,,2
定,開,一,覃,入,端,咸,遝,0,,3
透,開,一,覃,入,端,咸,錔,0,,3
曉,開,一,咍,平,影,蟹,咍,0,,3
透,開,一,咍,平,端,蟹,邰,0,,2
定,開,一,咍,平,端,蟹,薹,0,,1
定,開,一,咍,平,,蟹,駘,0,,2
定,開,一,咍,上,,蟹,駘,0,,2
定,開,一,咍,平,端,蟹,炱,0,,2
定,開,一,咍,平,端,蟹,跆,0,,2
定,開,一,覃,平,端,咸,壜,0,,0
邪,開,三,侵A,平,,深,鐔,0,,2
以,開,三,侵A,平,,深,鐔,0,,2
定,開,一,覃,平,,咸,鐔,0,,2
透,開,一,談,上,端,咸,菼,0,,3
透,開,一,覃,上,端,咸,嗿,0,,3
,,,,,,,憳,0,,3
透,開,一,覃,上,,咸,醓,0,,3
,,,,,,,劏,0,,3
定,開,一,唐,平,端,宕,傏,0,,3
定,開,一,唐,平,端,宕,瑭,0,,2
定,開,一,唐,平,端,宕,螗,0,,3
透,開,一,唐,平,端,宕,鏜,0,,2
定,開,一,唐,平,端,宕,餹,0,,3
,,,,,,,钂,0,,3
透,開,一,唐,去,端,宕,摥,0,,3
透,開,一,豪,平,端,效,弢,0,,3
透,開,一,豪,平,,效,縧,0,,2
透,開,一,豪,平,端,效,慆,0,,3
透,開,一,豪,平,端,效,縚,0,,3
定,開,一,豪,平,端,效,匋,0,,3
定,開,一,豪,平,,效,咷,0,,3
透,開,四,蕭,去,,效,咷,0,,3
定,開,一,豪,平,,效,檮,0,,3
定,開,一,豪,平,端,效,綯,0,,3
定,開,一,豪,平,端,效,裪,0,,3
,,,,,,,醄,0,,3
定,開,一,豪,平,,效,鼗,0,,3
定,開,一,豪,平,,效,鼗,0,,3
定,開,一,豪,平,,效,䬞,0,,3
澄,開,三,尤,平,,流,䬞,0,,3
透,開,一,登,入,端,曾,慝,0,,2
定,開,一,登,平,,曾,螣,0,,3
定,開,四,齊,平,,蟹,苐,0,,3
定,開,四,齊,平,端,蟹,綈,0,,2
定,開,四,齊,平,端,蟹,稊,0,,3
端,開,四,齊,去,端,蟹,渧,0,,3
定,開,四,齊,平,,蟹,媞,0,,3
定,開,四,齊,平,,蟹,緹,0,,2
定,開,四,齊,平,端,蟹,瑅,0,,3
定,開,四,齊,平,端,蟹,䨑,0,,3
定,開,四,齊,平,,蟹,褆,0,,3
定,開,四,齊,平,,蟹,蝭,0,,3
定,開,四,齊,平,,蟹,蝭,0,,3
定,開,四,齊,平,,蟹,鴺,0,,3
定,開,四,齊,平,,蟹,鯷,0,,2
定,開,四,齊,平,端,蟹,鮷,0,,3
定,開,四,齊,平,端,蟹,騠,0,,3
以,開,三,脂A,平,,止,洟,0,,3
心,開,四,錫,入,,梗,裼,0,,3
,,,,,,,裼,0,,3
透,開,四,齊,去,,蟹,鬀,0,,3
定,開,四,齊,去,,蟹,鬀,0,,3
透,開,四,錫,入,,梗,籊,0,,3
定,開,四,錫,入,,梗,籊,0,,3
定,開,四,先,平,,山,畋,0,,2
定,開,四,添,平,端,咸,湉,0,,2
,,,,,,,塡,0,,3
定,開,四,先,平,,山,磌,0,,3
定,開,四,先,上,端,山,殄,0,,2
透,開,四,先,上,端,山,淟,0,,3
透,開,四,先,上,端,山,㥏,0,,3
透,開,四,先,上,,山,覥,0,,3
,,,,,,,瑱,0,,3
透,開,四,先,去,,山,睼,0,,3
,,,,,,,𠛪,0,,3
透,開,四,蕭,平,,效,恌,0,,3
透,開,四,蕭,平,端,效,祧,0,,3
定,開,四,蕭,平,,效,芀,0,,3
端,開,四,蕭,平,,效,芀,0,,3
定,開,四,蕭,去,,效,蓧,0,,3
定,開,四,蕭,平,,效,齠,0,,3
定,開,四,蕭,平,端,效,蜩,0,,2
定,開,四,蕭,平,端,效,髫,0,,2
定,開,四,蕭,平,,效,鞗,0,,3
定,開,四,蕭,平,端,效,鰷,0,,3
透,開,四,蕭,去,,效,趒,0,,3
透,開,四,蕭,去,,效,頫,0,,3
幫,合,三,虞,上,,遇,頫,0,,3
透,開,四,添,入,端,咸,怗,0,,3
定,開,四,青,平,端,梗,渟,0,,3
定,開,四,青,上,端,梗,梃,0,,2
透,開,四,青,上,端,梗,脡,0,,3
,,,,,,,䅍,0,,3
透,開,四,青,上,端,梗,頲,0,,3
透,開,一,東,平,端,通,痌,0,,3
透,開,一,東,平,端,通,蓪,0,,3
明,開,四,青,入,幫,梗,冂,0,,3
定,開,一,東,平,,通,衕,0,,0
定,開,一,東,去,,通,衕,0,,0
定,開,一,東,平,,通,鮦,0,,3
,,,,,,,獞,0,,3
定,開,一,東,平,,通,橦,0,,3
澄,開,二,江,平,,江,橦,0,,3
定,開,一,東,平,,通,曈,0,,3
透,開,一,東,平,,通,曈,0,,3
透,開,一,東,上,,通,曈,0,,3
定,開,一,東,平,,通,穜,0,,3
澄,開,三,鍾,平,,通,穜,0,,3
定,開,一,東,平,端,通,筩,0,,3
透,開,一,侯,平,端,流,鍮,0,,3
,,,,,,,紏,0,,3
滂,合,三,虞,上,,遇,殕,0,,3
影,開,一,德,入,,曾,殕,0,,3
定,合,一,魂,入,端,臻,堗,0,,3
透,開,一,模,平,端,遇,㻬,0,,3
透,開,一,東,入,端,通,鵚,0,,3
定,開,一,模,平,,遇,梌,0,,3
澄,開,二,麻,平,,假,梌,0,,3
透,開,一,模,平,,遇,梌,0,,3
透,開,一,模,平,,遇,稌,0,,3
透,開,一,模,上,,遇,稌,0,,3
定,合,一,魂,入,端,臻,腯,0,,3
定,開,一,模,平,端,遇,瘏,0,,3
定,開,一,模,平,端,遇,酴,0,,3
定,開,一,模,平,端,遇,駼,0,,3
定,開,一,模,平,,遇,鵌,0,,3
定,合,一,桓,平,,山,摶,0,,2
定,合,一,寒,平,端,山,漙,0,,3
透,合,一,寒,去,端,山,彖,0,,3
透,合,一,灰,上,,蟹,僓,0,,3
匣,合,一,灰,去,,蟹,僓,0,,3
定,合,一,灰,平,端,蟹,隤,0,,3
定,合,一,灰,平,端,蟹,魋,0,,3
定,合,一,灰,平,端,蟹,蘈,0,,3
透,合,一,泰,去,端,蟹,駾,0,,3
常,合,三,諄,平,,臻,焞,0,,3
,,,,,,,焞,0,,3
,,,,,,,𡰪,0,,3
透,開,一,唐,入,端,宕,飥,0,,3
透,開,一,歌,平,,果,拕,0,,3
定,開,一,歌,上,,果,拕,0,,3
透,開,一,鐸,入,,宕,驝,0,,3
來,開,一,鐸,入,,宕,驝,0,,3
,,,,,,,㾃,0,,3
定,開,一,歌,平,端,果,䍫,0,,3
定,開,一,歌,平,端,果,紽,0,,3
定,合,一,歌,平,端,果,堶,0,,3
定,開,一,歌,平,端,果,酡,0,,2
定,開,一,歌,平,,果,詑,0,,3
透,開,一,唐,入,端,宕,橐,0,,2
定,開,一,歌,平,端,果,鮀,0,,3
定,開,一,歌,平,端,果,鼉,0,,2
,,,,,,,庹,0,,2
影,合,二,麻,平,,假,窊,0,,3
匣,合,二,佳,平,,蟹,鼃,0,,3
影,合,二,麻,去,,假,搲,0,,3
明,開,一,寒,入,幫,山,袜,0,,0
影,合,一,寒,去,影,山,捥,0,,3
疑,合,一,寒,平,見,山,刓,0,,3
匣,合,一,寒,平,影,山,芄,0,,2
明,合,三,文,去,幫,臻,莬,0,,3
影,合,三,元,上,,臻,菀,0,,2
影,合,三,物,入,,臻,菀,0,,2
影,合,三,元,上,,臻,琬,0,,2
明,開,一,德,入,,曾,万,0,,0
疑,合,一,寒,去,見,山,翫,0,,0
影,合,二,刪,去,,山,贃,0,,3
,,,,,,,贃,0,,3
影,合,一,唐,平,影,宕,尪,0,,3
明,合,三,陽,上,幫,宕,网,0,,0
云,合,三,陽,去,,宕,迋,0,,3
影,合,一,灰,平,,蟹,隈,0,,2
影,合,一,灰,去,,蟹,隈,0,,2
影,合,一,灰,平,影,蟹,渨,0,,3
影,合,一,灰,平,影,蟹,椳,0,,3
明,合,三,微,平,,止,溦,0,,3
,,,,,,,嶶,0,,3
,,,,,,,癐,0,,3
云,合,三,微,平,影,止,囗,0,,3
云,合,三,微,平,影,止,闈,0,,2
影,合,三,微,平,,止,媁,0,,3
曉,合,三,支B,平,影,止,撝,0,,3
云,合,三,脂B,上,影,止,洧,0,,2
云,合,三,支B,上,,止,薳,0,,3
,,,,,,,薳,0,,3
匣,合,一,灰,上,影,蟹,廆,0,,3
云,合,三,脂B,上,影,止,鮪,0,,2
以,合,三,脂A,平,,止,壝,0,,3
以,合,三,脂A,上,,止,壝,0,,3
云,合,三,微,上,影,止,韡,0,,3
明,合,三,微,上,,止,亹,0,,3
明,合,一,魂,平,,臻,亹,0,,3
影,合,一,泰,去,,蟹,濊,0,,3
影,合,三,微,去,影,止,螱,0,,3
,,,,,,,鰮,0,,3
,,,,,,,亠,0,,3
,,,,,,,魰,0,,3
明,合,三,文,上,,臻,抆,0,,3
明,合,三,文,去,,臻,抆,0,,3
明,開,三,真A,上,幫,臻,脗,0,,3
明,開,三,真B,平,幫,臻,忞,0,,3
影,開,三,鍾,平,,通,蕹,0,,3
影,開,一,東,去,,通,齆,0,,3
泥,合,一,戈,平,,果,捼,0,,3
影,合,一,戈,上,,果,婐,0,,3
見,合,二,麻,平,,假,婐,0,,3
影,開,一,模,平,影,遇,圬,0,,2
影,開,一,模,平,影,遇,杇,0,,3
影,開,一,東,入,影,通,剭,0,,3
明,開,一,模,平,,遇,无,0,,0
疑,開,一,模,平,見,遇,鼯,0,,2
疑,開,一,模,上,見,遇,仵,0,,2
疑,開,一,模,去,見,遇,迕,0,,2
明,合,三,虞,上,,遇,憮,0,,2
明,合,三,虞,上,幫,遇,碔,0,,3
明,合,三,虞,上,幫,遇,儛,0,,3
疑,合,一,沒,入,,臻,扤,0,,3
疑,合,三,月,入,,臻,扤,0,,3
疑,合,一,魂,入,見,臻,屼,0,,3
影,開,一,模,上,影,遇,隖,0,,3
疑,開,一,模,去,見,遇,悞,0,,3
影,合,一,冬,入,影,通,鋈,0,,2
曉,開,三,質B,入,,臻,肸,0,,3
曉,開,三,迄,入,,臻,肸,0,,3
邪,開,三,清A,入,精,梗,穸,0,,3
曉,開,三,微,平,,止,俙,0,,3
曉,開,三,微,平,影,止,晞,0,,2
曉,開,三,微,平,,止,欷,0,,3
曉,開,三,微,去,,止,欷,0,,3
曉,開,三,微,平,影,止,睎,0,,3
心,開,四,齊,平,,蟹,粞,0,,2
心,開,一,咍,平,,蟹,粞,0,,2
,,,,,,,焬,0,,3
匣,開,四,齊,平,,蟹,徯,0,,3
匣,開,四,齊,去,,蟹,徯,0,,3
昌,開,三,之,去,,止,糦,0,,3
昌,開,三,之,去,,止,糦,0,,3
曉,開,四,齊,平,影,蟹,醯,0,,2
曉,開,三,之,平,影,止,譆,0,,3
匣,開,四,齊,平,影,蟹,鼷,0,,3
匣,合,四,齊,平,,蟹,觿,0,,3
曉,合,三,支A,平,,止,觿,0,,3
邪,開,三,侵A,入,精,深,隰,0,,2
邪,開,三,緝A,入,,深,霫,0,,3
心,開,三,緝A,入,,深,霫,0,,3
心,開,三,之,上,精,止,枲,0,,3
心,開,三,之,上,精,止,葸,0,,2
,,,,,,,暿,0,,3
,,,,,,,蹝,0,,3
,,,,,,,囍,0,,3
匣,開,四,齊,上,影,蟹,匸,0,,3
曉,開,三,微,去,影,止,餼,0,,2
,,,,,,,咥,0,,3
定,開,四,屑,入,,山,咥,0,,3
溪,開,三,庚,入,見,梗,郤,0,,2
溪,開,三,庚,入,見,梗,綌,0,,3
曉,開,四,青,入,影,梗,鬩,0,,2
心,開,三,昔,入,,梗,舄,0,,2
曉,開,三,侵B,入,影,深,潝,0,,3
曉,開,三,陌,入,,梗,虩,0,,3
生,開,二,麥,入,,梗,虩,0,,3
曉,開,三,侵B,入,影,深,闟,0,,3
曉,開,三,支B,去,影,止,嚱,0,,3
,,,,,,,閕,0,,3
曉,開,二,麻,去,,假,煆,0,,3
曉,開,二,麻,平,,假,煆,0,,3
匣,開,二,麻,平,影,假,鰕,0,,3
見,開,一,,入,,咸,郃,0,,3
匣,開,一,,入,,咸,郃,0,,3
匣,開,二,銜,入,影,咸,柙,0,,2
,,,,,,,㗇,0,,3
匣,開,二,麻,平,影,假,蕸,0,,3
匣,開,二,麻,平,影,假,鍜,0,,3
匣,開,二,麻,平,影,假,䪗,0,,3
心,開,四,先,平,精,山,𥑻,0,,3
心,開,四,先,平,,山,躚,0,,2
心,開,三,鹽A,平,精,咸,韱,0,,3
清,開,三,鹽A,平,,咸,憸,0,,3
,,,,,,,褼,0,,3
心,開,三,仙A,上,,山,廯,0,,3
心,開,三,鹽A,平,精,咸,孅,0,,3
邪,開,三,侵A,平,,深,撏,0,,2
從,開,一,覃,平,,咸,撏,0,,2
常,開,三,鹽A,平,,咸,撏,0,,2
匣,開,四,先,平,影,山,蚿,0,,3
匣,開,二,山,平,,山,鷳,0,,2
溪,開,四,添,上,見,咸,嗛,0,,3
匣,開,二,山,平,,山,憪,0,,3
匣,開,二,咸,平,影,咸,諴,0,,3
心,開,三,仙A,上,精,山,獮,0,,3
,,,,,,,櫶,0,,3
心,開,四,先,上,精,山,毨,0,,3
曉,開,三,鹽B,上,影,咸,玁,0,,3
心,開,三,仙A,上,,山,尠,0,,3
心,開,四,先,上,精,山,跣,0,,2
心,開,四,先,上,,山,燹,0,,2
曉,開,三,元,上,影,山,幰,0,,3
溪,開,四,先,去,,山,俔,0,,3
匣,開,四,先,上,,山,俔,0,,3
心,開,三,仙A,去,精,山,綫,0,,0
匣,開,四,先,上,,山,晛,0,,3
匣,開,四,先,上,影,山,睍,0,,3
匣,開,二,刪,上,,山,僩,0,,3
,,,,,,,鋧,0,,3
,,,,,,,𨵬,0,,3
心,開,三,陽,平,精,宕,緗,0,,2
心,開,三,陽,平,精,宕,纕,0,,3
曉,開,三,陽,上,,宕,蠁,0,,3
曉,開,三,陽,去,,宕,珦,0,,3
書,開,三,陽,去,,宕,珦,0,,3
曉,開,三,陽,上,,宕,曏,0,,0
書,開,三,陽,上,,宕,曏,0,,0
書,開,三,陽,去,,宕宕,曏,0,,0
曉,開,三,陽,去,,宕宕,曏,0,,0
曉,開,二,肴,平,影,效,虓,0,,3
心,開,三,宵A,平,,效,綃,0,,2
心,開,四,蕭,平,,效,翛,0,,3
書,開,三,屋,入,,通,翛,0,,3
見,開,二,肴,平,,效,嘐,0,,3
曉,開,二,肴,平,,效,嘐,0,,3
心,開,四,蕭,平,精,效,彇,0,,3
心,開,四,蕭,平,,效,蟰,0,,3
娘,開,二,肴,平,知,效,譊,0,,3
,,,,,,,𤑳,0,,3
匣,開,二,肴,平,,效,崤,0,,2
心,開,四,蕭,上,精,效,篠,0,,3
匣,開,二,肴,去,,效,恔,0,,3
匣,開,二,肴,去,影,效,効,0,,3
匣,開,二,肴,去,影,效,傚,0,,3
心,開,四,先,入,精,山,㨝,0,,3
曉,開,三,嚴,入,影,咸,拹,0,,3
心,開,四,先,入,精,山,揳,0,,2
匣,開,四,先,入,影,山,襭,0,,3
邪,開,三,麻,上,精,假,灺,0,,3
曉,開,三,脂B,去,影,止,屓,0,,3
心,開,三,仙A,入,精,山,紲,0,,2
以,開,三,祭A,去,,蟹,絏,0,,3
,,,,,,,𢬿,0,,3
心,開,三,薛A,入,,山,渫,0,,2
崇,開,二,洽,入,,咸,渫,0,,2
心,開,三,仙A,入,精,山,媟,0,,3
泥,開,四,怗,入,,咸,暬,0,,3
心,開,三,薛A,入,,山,𣊓,0,,3
心,開,四,添,入,精,咸,屧,0,,3
匣,開,二,皆,去,影,蟹,薤,0,,2
匣,開,二,佳,上,影,蟹,獬,0,,2
匣,開,二,皆,去,影,蟹,齘,0,,3
,,,,,,,盺,0,,3
從,開,三,侵A,平,,深,鬵,0,,3
曉,開,三,真B,去,影,臻,衅,0,,1
曉,開,三,欣,去,影,臻,𦜓,0,,3
心,合,三,清A,平,精,梗,騂,0,,3
匣,開,四,青,平,影,梗,侀,0,,3
匣,開,四,青,平,影,梗,鈃,0,,3
匣,開,四,青,平,,梗,硎,0,,2
匣,開,四,青,平,影,梗,鉶,0,,3
心,開,三,清,上,,梗,𢜫,0,,3
心,開,三,清,上,,梗,𢜫,0,,3
溪,開,三,東,平,見,通,芎,0,,2
曉,合,三,清,去,,梗,敻,0,,3
曉,合,四,先,去,,山,敻,0,,3
曉,開,三,東,去,影,通,𧽒,0,,3
曉,開,三,尤,平,影,流,庥,0,,2
曉,開,三,尤,平,影,流,鵂,0,,3
曉,開,三,尤,平,,流,髹,0,,2
曉,開,三,尤,平,,流,䮌,0,,3
以,開,三,尤,去,以,流,褎,0,,3
滂,開,三,脂B,去,幫,止,嚊,0,,3
曉,合,三,虞,平,影,遇,旴,0,,3
曉,合,三,虞,平,影,遇,訏,0,,3
心,開,三,魚,上,,遇,諝,0,,3
心,開,三,魚,平,,遇,諝,0,,3
曉,開,三,魚,平,影,遇,歔,0,,3
曉,合,三,虞,上,影,遇,珝,0,,3
曉,合,三,虞,上,影,遇,冔,0,,3
心,開,三,魚,上,,遇,糈,0,,3
生,開,三,魚,上,,遇,糈,0,,3
心,開,三,魚,上,精,遇,醑,0,,3
曉,合,三,職,入,,曾,侐,0,,3
曉,合,三,脂A,去,,止,侐,0,,3
心,合,三,真A,入,精,臻,卹,0,,1
曉,開,三,燭,入,,通,勗,0,,3
心,開,三,魚,上,,遇,湑,0,,3
心,開,三,魚,平,,遇,湑,0,,3
曉,開,三,東,入,影,通,慉,0,,3
邪,開,三,鍾,入,精,通,藚,0,,3
,,,,,,,䱛,0,,3
邪,開,三,魚,上,精,遇,鱮,0,,3
,,,,,,,晅,0,,3
曉,合,三,元,平,,臻,諼,0,,2
曉,合,三,元,上,,臻,諼,0,,2
心,合,三,仙A,平,精,山,瑄,0,,2
曉,合,三,元,平,,臻,煖,0,,3
泥,合,一,桓,上,,山,煖,0,,3
曉,合,三,仙A,平,影,山,儇,0,,3
,,,,,,,禤,0,,3
曉,合,三,元,平,影,山,諠,0,,3
邪,合,三,仙A,平,精,山,璿,0,,2
曉,合,三,元,上,,臻,烜,0,,2
匣,合,四,先,上,影,山,泫,0,,2
匣,合,四,先,上,影,山,鉉,0,,2
匣,合,四,先,去,影,山,衒,0,,3
曉,合,三,歌,平,影,果,㗾,0,,3
曉,合,三,元,平,影,山,塤,0,,2
曉,合,三,文,平,影,臻,焄,0,,3
,,,,,,,蔒,0,,3
曉,合,三,文,平,影,臻,獯,0,,3
曉,合,三,文,平,影,臻,曛,0,,2
曉,合,三,文,平,影,臻,纁,0,,3
心,合,三,真A,平,精,臻,恂,0,,2
邪,合,三,諄,平,,臻,紃,0,,3
船,合,三,諄,平,,臻,紃,0,,3
心,合,三,真A,平,精,臻,珣,0,,2
心,合,三,真A,上,精,臻,簨,0,,3
邪,合,三,諄,平,,臻,揗,0,,3
船,合,三,諄,上,,臻,揗,0,,3
船,合,三,諄,去,,臻,揗,0,,3
邪,開,三,侵A,平,,深,鱏,0,,3
邪,開,三,侵A,平,精,深,鄩,0,,3
定,開,一,覃,平,,咸,燂,0,,3
邪,開,三,鹽A,平,,咸,燖,0,,3
,,,,,,,燖,0,,3
曉,開,二,麻,平,影,假,岈,0,,2
疑,開,二,佳,平,見,蟹,厓,0,,3
疑,開,二,佳,去,見,蟹,睚,0,,2
曉,開,二,麻,上,,假,襾,0,,3
疑,開,二,麻,去,見,假,砑,0,,3
,,,,,,,猰,0,,3
影,開,三,鹽A,平,影,咸,懕,0,,3
影,開,三,鹽A,平,,咸,㤿,0,,3
影,開,三,嚴,去,,咸,㤿,0,,3
影,開,三,仙B,平,,山,鄢,0,,2
以,開,三,鹽A,平,,咸,閆,0,,3
疑,開,四,先,平,,山,姸,0,,3
以,開,三,仙A,平,以,山,郔,0,,3
以,開,三,仙A,平,以,山,䀽,0,,3
,,,,,,,啱,0,,3
疑,開,三,嚴,平,見,咸,䉷,0,,3
以,開,三,鹽A,上,,咸,剡,0,,2
常,開,三,鹽A,上,,咸,剡,0,,2
影,開,一,覃,平,,咸,菴,0,,1
影,開,三,鹽A,上,影,咸,厴,0,,3
影,開,三,鹽B,上,影,咸,渰,0,,3
以,開,三,鹽A,上,以,咸,扊,0,,3
影,開,四,先,上,,山,蝘,0,,3
影,開,三,元,上,,臻,蝘,0,,3
影,開,三,鹽A,上,影,咸,黶,0,,3
影,開,三,元,上,影,山,鶠,0,,3
影,開,三,元,上,影,山,鰋,0,,3
疑,開,三,元,上,,臻,巘,0,,3
疑,開,三,仙B,上,,山,巘,0,,3
疑,開,三,仙B,上,見,山,齴,0,,3
見,開,四,先,平,,山,豣,0,,3
疑,開,一,寒,去,,山,喭,0,,3
疑,開,三,薛B,入,,山,讞,0,,2
疑,開,三,仙B,上,,山,讞,0,,2
影,開,二,刪,去,影,山,鴳,0,,3
影,開,二,刪,去,影,山,鷃,0,,3
影,開,四,先,去,影,山,醼,0,,3
影,開,四,先,去,影,山,讌,0,,3
,,,,,,,抰,0,,3
影,開,三,陽,平,影,宕,䄃,0,,3
以,開,三,陽,平,,宕,颺,0,,3
以,開,三,陽,去,,宕,颺,0,,3
疑,開,一,唐,平,,宕,卬,0,,3
