聲,呼,等,韻,調,組,攝,單字,多音,原註,罕度
群,開,三,真B,去,見,臻,瑾,0,,2
群,開,三,真B,去,見,臻,僅,0,,0
娘,開,三,真B,入,知,臻,暱,0,,3
知,合,三,真B,入,知,臻,茁,0,,1
知,開,三,真B,入,知,臻,窒,0,,1
徹,合,三,真B,入,知,臻,怵,0,,2
澄,開,三,真B,入,知,臻,秩,0,,0
澄,開,三,真B,入,知,臻,姪,0,,2
生,合,三,真B,入,莊,臻,蟀,0,,1
影,開,三,真B,入,影,臻,乙,0,,0
幫,開,三,真B,入,幫,臻,筆,0,,0
明,開,三,真B,入,幫,臻,密,0,,0
莊,開,三,臻,入,莊,臻,櫛,0,,2
生,開,三,臻,入,莊,臻,瑟,0,,1
生,開,三,臻,入,莊,臻,蝨,0,,1
透,開,一,痕,平,端,臻,吞,0,,0
見,開,一,痕,平,見,臻,跟,0,,0
見,開,一,痕,平,見,臻,根,0,,0
匣,開,一,痕,平,影,臻,痕,0,,0
影,開,一,痕,平,影,臻,恩,0,,0
溪,開,一,痕,上,見,臻,墾,0,,0
溪,開,一,痕,上,見,臻,懇,0,,0
匣,開,一,痕,上,影,臻,很,0,,0
匣,開,一,痕,去,影,臻,恨,0,,0
端,合,一,魂,平,端,臻,墩,0,,1
透,合,一,魂,平,端,臻,燉,0,,2
定,合,一,魂,平,端,臻,臀,0,,1
定,合,一,魂,平,端,臻,豚,0,,2
定,合,一,魂,平,端,臻,沌,0,,2
精,合,一,魂,平,精,臻,尊,0,,0
清,合,一,魂,平,精,臻,村,0,,0
從,合,一,魂,平,精,臻,蹲,0,,0
從,合,一,魂,平,精,臻,存,0,,0
心,合,一,魂,平,精,臻,孫,1,,0
,,,,,,,孫,1,,0
心,合,一,魂,平,精,臻,飧,0,,3
見,合,一,魂,平,見,臻,昆,0,,0
溪,合,一,魂,平,見,臻,坤,0,,1
曉,合,一,魂,平,影,臻,昏,0,,0
曉,合,一,魂,平,影,臻,婚,0,,0
匣,合,一,魂,平,影,臻,渾,1,渾人，雄渾,0
匣,合,一,魂,上,影,臻,渾,1,同「混」,0
影,合,一,魂,平,影,臻,溫,0,,0
幫,合,一,魂,平,幫,臻,奔,0,,0
並,合,一,魂,平,幫,臻,盆,0,,0
明,合,一,魂,平,幫,臻,門,0,,0
滂,合,一,魂,平,幫,臻,噴,0,,0
定,合,一,魂,上,端,臻,遁,0,,2
清,合,一,魂,上,精,臻,忖,0,,2
從,合,一,魂,上,精,臻,鱒,0,,2
心,合,一,魂,上,精,臻,損,0,,0
溪,合,一,魂,上,見,臻,壼,0,,3
匣,合,一,魂,上,影,臻,棍,0,,0
匣,合,一,魂,上,影,臻,混,0,,0
影,合,一,魂,上,影,臻,穩,0,,0
幫,合,一,魂,上,幫,臻,本,0,,0
幫,合,一,魂,上,幫,臻,笨,0,,0
幫,合,一,魂,上,幫,臻,畚,0,,2
端,合,一,魂,去,端,臻,頓,1,安頓,0
,,,,,,,頓,1,冒頓,0
定,合,一,魂,去,端,臻,鈍,0,,1
泥,合,一,魂,去,端,臻,嫩,0,,0
清,合,一,魂,去,精,臻,寸,0,,0
心,合,一,魂,去,精,臻,遜,0,,1
溪,合,一,魂,去,見,臻,困,0,,0
明,合,一,魂,去,幫,臻,悶,0,,0
端,合,一,魂,入,端,臻,咄,0,,2
透,合,一,魂,入,端,臻,突,0,,0
定,合,一,魂,入,端,臻,凸,0,,1
心,合,一,魂,入,精,臻,屑,0,,0
心,合,一,魂,入,精,臻,窣,0,,2
見,合,一,魂,入,見,臻,骨,0,,0
匣,合,二,山,入,影,山,滑,1,光滑,0
見,合,一,魂,入,見,臻,滑,1,滑稽,0
溪,合,一,魂,入,見,臻,窟,0,,1
疑,合,一,魂,入,見,臻,兀,0,,2
曉,合,一,魂,入,影,臻,惚,0,,2
曉,合,一,魂,入,影,臻,忽,0,,0
並,合,一,魂,入,幫,臻,脖,0,,0
並,合,一,魂,入,幫,臻,渤,0,,1
並,合,一,魂,入,幫,臻,勃,0,,1
明,合,一,魂,入,幫,臻,沒,0,,0
見,開,三,欣,平,見,臻,筋,0,,0
見,開,三,欣,平,見,臻,斤,0,,0
疑,開,三,欣,平,見,臻,齦,0,,2
曉,開,三,欣,平,影,臻,欣,0,,0
影,開,三,欣,平,影,臻,殷,1,殷切,1
影,開,二,山,平,影,山,殷,1,殷紅,1
群,開,三,欣,平,見,臻,芹,0,,0
群,開,三,欣,平,見,臻,勤,0,,0
見,開,三,欣,上,見,臻,槿,0,,3
見,開,三,欣,上,見,臻,謹,0,,0
影,開,三,欣,上,影,臻,隱,0,,0
群,開,三,欣,上,見,臻,近,1,白讀,0
群,開,三,欣,去,見,臻,近,1,靠近,0
見,開,三,欣,入,見,臻,吃,1,口吃,0
,,,,,,,吃,1,吃食,0
,,,,,,,吃,1,吃食,0
溪,開,三,欣,入,見,臻,乞,0,,0
疑,開,三,欣,入,見,臻,屹,0,,1
曉,開,三,欣,入,影,臻,迄,0,,1
見,合,三,文,平,見,臻,軍,0,,0
見,合,三,文,平,見,臻,君,0,,0
曉,合,三,文,平,影,臻,薰,0,,2
曉,合,三,文,平,影,臻,醺,0,,2
曉,合,三,文,平,影,臻,燻,0,,1
曉,合,三,文,平,影,臻,勛,0,,1
影,合,三,文,平,影,臻,蘊,0,,1
云,合,三,文,平,影,臻,云,0,,0
云,合,三,文,平,影,臻,雲,0,,0
云,合,三,文,平,影,臻,芸,0,,2
云,合,三,文,平,影,臻,員,0,,0
云,合,三,文,平,影,臻,耘,0,,2
幫,合,三,文,平,幫,臻,分,1,分開,0
並,合,三,文,去,幫,臻,分,1,本分,0
幫,合,三,文,平,幫,臻,扮,0,,0
並,合,三,文,平,幫,臻,焚,0,,1
並,合,三,文,平,幫,臻,墳,0,,0
並,合,三,文,平,幫,臻,頒,0,,1
並,合,三,文,平,幫,臻,氛,0,,1
明,合,三,文,平,幫,臻,聞,0,,0
明,合,三,文,平,幫,臻,文,1,文字,0
,,,,,,,文,1,文過,0
明,合,三,文,平,幫,臻,蚊,0,,0
明,合,三,文,平,幫,臻,紋,0,,0
滂,合,三,文,平,幫,臻,芬,0,,0
滂,合,三,文,平,幫,臻,紛,0,,0
影,合,三,文,上,影,臻,醞,0,,1
幫,合,三,文,上,幫,臻,粉,0,,0
並,合,三,文,上,幫,臻,憤,0,,0
明,合,三,文,上,幫,臻,刎,0,,2
明,合,三,文,上,幫,臻,吻,0,,1
滂,合,三,文,上,幫,臻,忿,0,,1
曉,合,三,文,去,影,臻,訓,0,,0
云,合,三,文,去,影,臻,運,0,,0
云,合,三,文,去,影,臻,韻,0,,0
云,合,三,文,去,影,臻,暈,1,日暈,0
,,,,,,,暈,1,頭暈,0
幫,合,三,文,去,幫,臻,糞,0,,0
幫,合,三,文,去,幫,臻,奮,0,,0
幫,合,三,文,去,幫,臻,拚,0,,2
明,合,三,文,去,幫,臻,問,0,,0
明,合,三,文,去,幫,臻,紊,0,,1
群,合,三,文,去,見,臻,郡,0,,2
見,合,三,文,入,見,臻,屈,0,,0
影,合,三,文,入,影,臻,鬱,0,,1
幫,合,三,文,入,幫,臻,弗,0,,2
並,合,三,文,入,幫,臻,佛,1,佛教,0
,,,,,,,佛,1,仿佛,0
明,合,三,文,入,幫,臻,物,0,,0
明,合,三,文,入,幫,臻,勿,0,,0
滂,合,三,文,入,幫,臻,拂,0,,1
滂,合,三,文,入,幫,臻,彿,0,,0
群,合,三,文,入,見,臻,掘,0,,0
群,合,三,文,入,見,臻,倔,0,,1
群,合,三,文,入,見,臻,崛,0,,2
端,合,一,寒,平,端,山,端,0,,0
端,開,一,寒,平,端,山,單,1,單純,0
常,開,三,仙A,平,章,山,單,1,單于,0
常,開,三,仙A,去,章,山,單,1,單姓,0
端,開,一,寒,平,端,山,殫,0,,3
端,開,一,寒,平,端,山,丹,0,,0
透,合,一,寒,平,端,山,湍,0,,2
透,開,一,寒,平,端,山,嘆,0,,0
透,開,一,寒,平,端,山,攤,0,,0
透,開,一,寒,平,端,山,灘,0,,0
定,合,一,寒,平,端,山,團,0,,0
定,開,一,寒,平,端,山,壇,0,,0
定,開,一,寒,平,端,山,檀,0,,1
定,開,一,寒,平,端,山,彈,1,彈劾,0
定,開,一,寒,去,端,山,彈,1,彈丸,0
定,開,一,寒,平,端,山,但,0,,0
泥,開,一,寒,平,端,山,難,1,困難,0
泥,開,一,寒,去,端,山,難,1,難民,0
來,開,一,寒,平,來,山,闌,0,,2
來,合,一,寒,平,來,山,巒,0,,1
來,開,一,寒,平,來,山,蘭,0,,0
來,開,一,寒,平,來,山,瀾,0,,1
來,開,一,寒,平,來,山,攔,0,,0
來,開,一,寒,平,來,山,欄,0,,0
精,合,一,寒,平,精,山,鑽,0,,0
清,開,一,寒,平,精,山,餐,0,,0
從,開,一,寒,平,精,山,殘,0,,0
心,開,一,寒,平,精,山,跚,0,,2
心,合,一,寒,平,精,山,酸,0,,0
心,開,一,寒,平,精,山,珊,0,,1
心,合,一,寒,平,精,山,痠,0,,0
心,開,一,寒,平,精,山,姍,0,,2
見,合,一,寒,平,見,山,棺,0,,1
見,開,一,寒,平,見,山,奸,0,,0
見,開,一,寒,平,見,山,肝,0,,0
見,開,一,寒,平,見,山,竿,0,,0
見,合,一,寒,平,見,山,觀,1,參觀,0
見,合,一,寒,去,見,山,觀,1,道觀,0
見,合,一,寒,平,見,山,冠,1,衣冠,0
見,合,一,寒,去,見,山,冠,1,冠軍,0
見,合,一,寒,平,見,山,官,0,,0
見,合,一,寒,平,見,山,貫,0,,0
見,合,一,寒,平,見,山,倌,0,,2
見,開,一,寒,平,見,山,乾,1,乾燥,0
群,開,三,仙B,平,見,山,乾,1,乾坤,0
見,開,一,寒,平,見,山,干,0,,0
溪,開,一,寒,平,見,山,刊,0,,0
溪,合,一,寒,平,見,山,寬,0,,0
溪,開,一,寒,平,見,山,看,1,看守,0
溪,開,一,寒,去,見,山,看,1,看待,0
曉,合,一,寒,平,影,山,歡,0,,0
曉,開,一,寒,平,影,山,鼾,0,,2
匣,開,一,寒,去,影,山,汗,1,流汗,0
匣,開,一,寒,平,影,山,汗,1,可汗,0
匣,合,一,寒,平,影,山,桓,0,,2
匣,開,一,寒,平,影,山,翰,0,,1
匣,合,一,寒,平,影,山,院,0,,0
匣,開,一,寒,平,影,山,寒,0,,0
匣,合,一,寒,平,影,山,完,0,,0
匣,開,一,寒,平,影,山,韓,0,,1
匣,合,一,寒,平,影,山,丸,0,,0
影,開,一,寒,平,影,山,安,0,,0
幫,開,一,寒,平,幫,山,般,1,一般,0
,,,,,,,般,1,般若,0
並,開,一,寒,平,幫,山,般,1,般樂,0
並,開,一,寒,平,幫,山,蹣,0,,2
並,開,一,寒,平,幫,山,盤,0,,0
明,開,一,寒,平,幫,山,饅,0,,0
明,合,三,元,去,幫,山,蔓,1,藤蔓,1
明,開,一,寒,平,幫,山,蔓,1,蔓菁,1
明,開,一,寒,平,幫,山,鰻,0,,2
明,開,一,寒,平,幫,山,瞞,0,,0
明,開,一,寒,平,幫,山,曼,0,,1
滂,開,一,寒,平,幫,山,拌,0,,0
滂,開,一,寒,平,幫,山,潘,0,,1
端,合,一,寒,上,端,山,斷,1,恩斷義絕,0
定,合,一,寒,上,端,山,斷,1,白讀,0
端,合,一,寒,去,端,山,斷,1,診斷,0
端,合,一,寒,上,端,山,短,0,,0
透,開,一,寒,上,端,山,坦,0,,0
透,合,一,寒,上,端,山,瘓,0,,1
定,開,一,寒,上,端,山,誕,0,,0
定,開,一,寒,上,端,山,袒,0,,1
定,合,一,寒,上,端,山,緞,0,,0
泥,合,一,寒,上,端,山,暖,0,,0
來,開,一,寒,上,來,山,懶,0,,0
來,合,一,寒,上,來,山,卵,0,,0
心,開,一,寒,上,精,山,散,1,散文,0
心,開,一,寒,去,精,山,散,1,散步,0
心,合,一,寒,上,精,山,算,0,,0
心,開,一,寒,上,精,山,傘,0,,0
見,合,一,寒,上,見,山,管,0,,0
見,開,一,寒,上,見,山,稈,0,,0
溪,開,一,寒,上,見,山,侃,0,,2
溪,合,一,寒,上,見,山,款,0,,0
匣,合,一,寒,上,影,山,棵,0,,0
匣,合,一,寒,上,影,山,浣,0,,2
匣,開,一,寒,上,影,山,旱,0,,0
匣,合,一,寒,上,影,山,緩,0,,0
幫,開,一,寒,上,幫,山,粄,0,,3
並,開,一,寒,上,幫,山,伴,0,,0
明,開,一,寒,上,幫,山,滿,0,,0
端,開,一,寒,去,端,山,旦,1,元旦,0
端,開,一,寒,去,端,山,旦,1,花旦,0
端,合,一,寒,去,端,山,鍛,0,,0
透,開,一,寒,去,端,山,歎,0,,0
透,開,一,寒,去,端,山,炭,0,,0
定,開,一,寒,去,端,山,憚,0,,2
定,合,一,寒,去,端,山,段,0,,0
來,合,一,寒,去,來,山,亂,0,,0
來,開,一,寒,去,來,山,爛,0,,0
精,開,一,寒,去,精,山,讚,0,,0
精,開,一,寒,去,精,山,贊,0,,0
清,開,一,寒,去,精,山,璨,0,,2
清,開,一,寒,去,精,山,燦,0,,0
清,合,一,寒,去,精,山,竄,0,,0
心,合,一,寒,去,精,山,蒜,0,,0
見,合,一,寒,去,見,山,鸛,0,,2
見,開,一,寒,去,見,山,杆,0,,0
見,合,一,寒,去,見,山,罐,0,,0
見,合,一,寒,去,見,山,館,0,,0
見,合,一,寒,去,見,山,灌,0,,0
見,開,一,寒,去,見,山,幹,0,,0
疑,開,一,寒,去,見,山,岸,0,,0
疑,合,一,寒,去,見,山,玩,1,玩弄,0
,,,,,,,玩,1,去玩,0
曉,合,一,寒,去,影,山,奐,0,,2
曉,合,一,寒,去,影,山,喚,0,,0
曉,開,一,寒,去,影,山,漢,0,,0
曉,合,一,寒,去,影,山,煥,0,,1
匣,合,一,寒,去,影,山,換,0,,0
匣,開,一,寒,去,影,山,悍,0,,1
匣,開,一,寒,去,影,山,瀚,0,,2
影,開,一,寒,去,影,山,案,0,,0
影,開,一,寒,去,影,山,按,0,,0
影,合,一,寒,去,影,山,腕,0,,1
影,合,一,寒,去,影,山,惋,0,,1
影,開,一,寒,去,影,山,晏,0,,2
幫,開,一,寒,去,幫,山,半,0,,0
幫,開,一,寒,去,幫,山,絆,0,,1
並,開,一,寒,去,幫,山,叛,0,,0
並,開,一,寒,去,幫,山,畔,0,,1
明,開,一,寒,去,幫,山,漫,0,,0
明,開,一,寒,去,幫,山,幔,0,,1
滂,開,一,寒,去,幫,山,判,0,,0
滂,開,一,寒,去,幫,山,胖,1,肥胖,0
滂,開,一,寒,去,幫,山,胖,1,心廣體胖,0
透,開,一,寒,入,端,山,達,0,,0
透,開,一,寒,入,端,山,獺,0,,2
定,合,一,寒,入,端,山,奪,0,,0
定,合,一,寒,入,端,山,脫,0,,0
泥,開,一,寒,入,端,山,捺,0,,1
精,合,一,寒,入,精,山,撮,0,,1
心,開,一,寒,入,精,山,薩,0,,1
見,合,一,寒,入,見,山,聒,0,,2
見,開,一,寒,入,見,山,割,0,,0
見,合,一,寒,入,見,山,活,0,,0
見,合,一,寒,入,見,山,括,0,,0
見,開,一,寒,入,見,山,葛,0,,0
溪,合,一,寒,入,見,山,闊,0,,0
溪,開,一,寒,入,見,山,渴,0,,0
曉,合,一,寒,入,影,山,豁,0,,1
匣,開,一,寒,入,影,山,褐,0,,1
影,開,一,寒,入,影,山,遏,0,,1
幫,開,一,寒,入,幫,山,撥,0,,0
並,開,一,寒,入,幫,山,跋,0,,1
明,開,一,寒,入,幫,山,末,0,,0
明,開,一,寒,入,幫,山,抹,1,塗抹,0
,,,,,,,抹,1,抹檯,0
疑,合,三,元,平,見,山,源,0,,0
疑,合,三,元,平,見,山,元,0,,0
疑,合,三,元,平,見,山,阮,0,,2
疑,合,三,元,平,見,山,原,0,,0
疑,開,三,元,平,見,山,言,0,,0
曉,開,三,元,平,影,山,掀,0,,0
曉,開,三,元,平,影,山,軒,0,,1
曉,合,三,元,平,影,山,喧,0,,1
曉,合,三,元,平,影,山,暄,0,,2
影,合,三,元,平,影,山,鴛,0,,1
影,開,三,仙B,平,影,山,焉,1,焉知非福,2
云,開,三,仙B,平,影,山,焉,1,心不在焉,2
影,合,三,元,平,影,山,冤,0,,0
影,合,三,元,平,影,山,怨,0,,0
影,合,三,元,上,影,山,宛,1,宛然,1
影,合,三,元,平,影,山,宛,1,大宛,1
影,合,三,元,平,影,山,蜿,0,,2
云,合,三,元,平,影,山,園,0,,0
云,合,三,元,平,影,山,援,0,,0
云,合,三,元,平,影,山,轅,0,,1
云,合,三,元,平,影,山,猿,0,,1
云,合,三,元,平,影,山,袁,0,,1
云,合,三,元,平,影,山,垣,0,,2
並,合,三,元,平,幫,山,藩,0,,2
並,合,三,元,平,幫,山,樊,0,,1
並,合,三,元,平,幫,山,繁,0,,0
並,合,三,元,平,幫,山,蟠,0,,2
並,合,三,元,平,幫,山,番,0,,0
並,合,三,元,平,幫,山,蕃,1,蕃盛,2
,,,,,,,蕃,1,吐蕃,2
並,合,三,元,平,幫,山,煩,0,,0
滂,合,三,元,平,幫,山,反,0,,0
滂,合,三,元,平,幫,山,翻,0,,0
影,開,三,元,上,影,山,堰,0,,1
影,合,三,元,上,影,山,苑,0,,2
影,開,三,元,上,影,山,鼴,0,,2
影,合,三,元,上,影,山,婉,0,,1
云,合,三,元,上,影,山,遠,1,遠方,0
云,合,三,元,去,影,山,遠,1,遠小人,0
幫,合,三,元,上,幫,山,阪,0,,2
幫,合,三,元,上,幫,山,返,0,,0
並,合,三,元,上,幫,山,飯,0,,0
明,合,三,元,上,幫,山,挽,0,,0
明,合,三,元,上,幫,山,輓,0,,0
明,合,三,元,上,幫,山,晚,0,,0
群,合,三,元,上,見,山,圈,1,豬圈,0
,,,,,,,圈,1,圓圈,0
見,開,三,元,去,見,山,建,0,,0
溪,合,三,元,去,見,山,券,0,,0
溪,合,三,元,去,見,山,勸,0,,0
疑,合,三,元,去,見,山,願,0,,0
曉,開,三,元,去,影,山,憲,0,,0
幫,合,三,元,去,幫,山,販,0,,0
明,合,三,元,去,幫,山,萬,0,,0
群,開,三,元,去,見,山,健,0,,0
見,合,三,元,入,見,山,撅,0,,2
見,合,三,元,入,見,山,蕨,0,,2
溪,合,三,元,入,見,山,闕,0,,2
疑,合,三,元,入,見,山,月,0,,0
曉,開,三,元,入,影,山,歇,0,,0
云,合,三,元,入,影,山,粵,0,,1
云,合,三,元,入,影,山,曰,0,,2
云,合,三,元,入,影,山,越,0,,0
幫,合,三,元,入,幫,山,髮,0,,0
幫,合,三,元,入,幫,山,發,0,,0
並,合,三,元,入,幫,山,罰,0,,0
並,合,三,元,入,幫,山,拔,0,,0
並,合,三,元,入,幫,山,筏,0,,1
並,合,三,元,入,幫,山,伐,0,,0
明,合,三,元,入,幫,山,襪,0,,0
群,開,三,元,入,見,山,竭,0,,0
生,開,二,刪,平,莊,山,訕,0,,2
生,開,二,刪,平,莊,山,刪,0,,0
見,合,二,刪,平,見,山,關,0,,0
見,開,二,刪,平,見,山,姦,0,,0
疑,合,二,刪,平,見,山,頑,0,,0
疑,開,二,刪,平,見,山,顏,0,,0
匣,合,二,刪,平,影,山,環,0,,0
匣,合,二,刪,平,影,山,寰,0,,2
匣,合,二,刪,平,影,山,鬟,0,,2
匣,合,二,刪,平,影,山,還,0,,0
影,合,二,刪,平,影,山,灣,0,,0
影,合,二,刪,平,影,山,彎,0,,0
幫,開,二,刪,平,幫,山,斑,0,,0
幫,開,二,刪,平,幫,山,班,0,,0
明,開,二,刪,平,幫,山,蠻,0,,0
滂,開,二,刪,平,幫,山,攀,0,,0
崇,合,二,刪,上,莊,山,撰,0,,1
幫,開,二,刪,上,幫,山,板,0,,0
幫,開,二,刪,上,幫,山,版,0,,0
初,開,三,庚,入,莊,梗,柵,1,木柵,1
,,,,,,,柵,1,柵極,1
見,合,二,刪,去,見,山,慣,0,,0
見,開,二,刪,去,見,山,澗,0,,1
見,開,二,刪,去,見,山,諫,0,,2
見,合,二,刪,去,見,山,串,0,,0
疑,開,二,刪,去,見,山,雁,0,,0
匣,合,二,刪,去,影,山,患,0,,0
明,開,二,刪,去,幫,山,慢,0,,0
生,合,二,刪,入,莊,山,刷,0,,0
見,合,二,刪,入,見,山,刮,0,,0
曉,開,二,刪,入,影,山,瞎,0,,0
匣,合,二,刪,入,影,山,舌,0,,0
明,開,二,刪,入,幫,山,帕,0,,1
來,開,二,山,平,來,山,斕,0,,2
崇,開,二,山,平,莊,山,潺,0,,2
生,開,二,山,平,莊,山,山,0,,0
見,開,二,山,平,見,山,閒,0,,0
見,開,二,山,平,見,山,艱,0,,0
匣,合,二,山,平,影,山,湲,0,,2
莊,開,二,山,上,莊,山,盞,0,,0
初,開,二,山,上,莊,山,鏟,0,,0
崇,開,二,山,上,莊,山,棧,0,,1
生,開,二,山,上,莊,山,產,0,,0
見,開,二,山,上,見,山,揀,0,,0
見,開,二,山,上,見,山,簡,0,,0
疑,開,二,山,上,見,山,眼,0,,0
匣,開,二,山,上,影,山,限,0,,0
澄,開,二,山,去,知,山,綻,0,,1
匣,合,二,山,去,影,山,幻,0,,0
並,開,二,山,去,幫,山,瓣,0,,0
並,開,二,山,去,幫,山,辦,0,,0
滂,開,二,山,去,幫,山,盼,0,,0
莊,開,二,山,入,莊,山,札,0,,2
莊,開,二,山,入,莊,山,紮,0,,0
莊,開,二,山,入,莊,山,扎,0,,0
初,開,二,山,入,莊,山,察,0,,0
生,開,二,山,入,莊,山,煞,0,,1
見,開,二,山,入,見,山,嘎,0,,2
見,開,二,山,入,見,山,楔,0,,1
見,開,二,山,入,見,山,頡,0,,2
匣,開,二,山,入,影,山,黠,0,,2
匣,合,二,山,入,影,山,猾,0,,0
影,開,二,山,入,影,山,揠,0,,3
影,開,二,山,入,影,山,軋,0,,0
幫,開,二,山,入,幫,山,捌,0,,1
幫,開,二,山,入,幫,山,八,0,,0
來,開,三,仙A,平,來,山,連,0,,0
來,開,三,仙A,平,來,山,令,1,令居，古地名,0
來,開,四,青,平,來,梗,令,1,令狐,0
,,,,,,,令,1,命令,0
,,,,,,,令,1,一令紙,0
來,開,三,仙A,平,來,山,漣,0,,2
精,開,三,仙A,平,精,山,煎,0,,0
清,開,三,仙A,平,精,山,遷,0,,0
清,合,三,仙A,平,精,山,詮,0,,2
生,合,二,山,平,莊,山,拴,1,,0
清,合,三,仙A,平,精,山,拴,1,,0
清,合,三,仙A,平,精,山,銓,0,,2
清,合,三,仙A,平,精,山,痊,0,,1
從,合,三,仙A,平,精,山,全,0,,0
從,開,三,仙A,平,精,山,錢,0,,0
從,合,三,仙A,平,精,山,泉,0,,0
心,開,三,仙A,平,精,山,鮮,1,鮮美,0
心,開,三,仙A,上,精,山,鮮,1,鮮有,0
心,開,三,仙A,平,精,山,仙,0,,0
心,合,三,仙A,平,精,山,宣,0,,0
邪,合,三,仙A,平,精,山,旋,0,,0
章,合,三,仙A,平,章,山,專,0,,0
章,開,三,仙A,平,章,山,氈,0,,1
昌,合,三,仙A,平,章,山,川,0,,0
昌,合,三,仙A,平,章,山,穿,0,,0
常,開,三,仙A,平,章,山,蟬,0,,1
常,開,三,仙A,平,章,山,禪,1,禪師,2
常,開,三,仙A,去,章,山,禪,1,禪讓,2
書,開,三,仙A,平,章,山,扇,0,,0
書,開,三,仙A,平,章,山,煽,0,,2
船,合,三,仙A,平,章,山,船,0,,0
日,開,三,仙A,平,日,山,燃,0,,0
日,開,三,仙A,平,日,山,然,0,,0
曉,合,三,仙A,平,影,山,嬛,1,便嬛,3
群,合,三,清A,平,見,梗,嬛,1,美好,3
,,,,,,,嬛,1,嫏嬛,3
影,合,三,仙A,平,影,山,娟,0,,2
以,開,三,仙A,平,以,山,筵,0,,2
以,合,三,仙A,平,以,山,鳶,0,,2
以,開,三,仙A,平,以,山,蜒,0,,1
以,合,三,仙A,平,以,山,捐,0,,0
以,合,三,仙A,平,以,山,鉛,0,,0
以,合,三,仙A,平,以,山,緣,0,,0
以,合,三,仙A,平,以,山,沿,0,,0
以,開,三,仙A,平,以,山,延,0,,0
幫,開,三,仙A,平,幫,山,鞭,0,,0
並,開,三,仙A,去,幫,山,便,1,便利,0
並,開,三,仙A,平,幫,山,便,1,大腹便便,0
並,開,三,仙A,平,幫,山,平,0,,0
明,開,三,仙A,平,幫,山,棉,0,,0
明,開,三,仙A,平,幫,山,綿,0,,0
滂,開,三,仙A,平,幫,山,翩,0,,1
滂,開,三,仙A,平,幫,山,篇,0,,0
滂,開,三,仙A,平,幫,山,偏,0,,0
幫,開,四,先,上,幫,山,扁,1,扁平,0
滂,開,三,仙A,平,幫,山,扁,1,一葉扁舟,0
精,開,三,仙A,上,精,山,剪,0,,0
精,開,三,仙A,上,精,山,翦,0,,2
從,開,三,仙A,上,精,山,踐,0,,0
,,,,,,,雋,1,,2
從,合,三,仙A,上,精,山,雋,1,,2
從,開,三,仙A,上,精,山,餞,0,,2
心,合,三,仙A,上,精,山,選,0,,0
心,開,三,仙A,上,精,山,蘚,0,,2
昌,開,三,仙A,上,章,山,闡,0,,1
昌,合,三,仙A,上,章,山,舛,0,,2
昌,合,三,仙A,上,章,山,喘,0,,0
常,開,三,仙A,上,章,山,善,0,,0
日,合,三,仙A,上,日,山,軟,0,,0
溪,開,三,仙A,上,見,山,遣,0,,0
以,開,三,仙A,上,以,山,衍,0,,1
以,開,三,仙A,上,以,山,演,0,,0
明,開,三,仙A,上,幫,山,緬,0,,1
來,合,三,仙A,去,來,山,戀,0,,0
精,開,三,仙A,去,精,山,箭,0,,0
從,開,三,仙A,去,精,山,賤,0,,0
心,合,三,仙A,去,精,山,渲,0,,2
心,開,三,仙A,去,精,山,線,0,,0
章,開,三,仙A,去,章,山,顫,0,,0
章,開,三,仙A,去,章,山,戰,0,,0
常,開,三,仙A,去,章,山,擅,0,,1
常,開,三,仙A,去,章,山,繕,0,,2
見,合,三,仙A,去,見,山,絹,0,,0
溪,開,三,仙A,去,見,山,譴,0,,1
明,開,三,仙A,去,幫,山,面,0,,0
來,合,三,仙A,入,來,山,劣,0,,0
來,開,三,仙A,入,來,山,冽,0,,2
來,開,三,仙A,入,來,山,烈,0,,0
來,開,三,仙A,入,來,山,裂,0,,0
從,合,三,仙A,入,精,山,絕,0,,0
心,合,三,仙A,入,精,山,雪,0,,0
心,開,三,仙A,入,精,山,薛,0,,1
章,開,三,仙A,入,章,山,浙,0,,0
章,合,三,仙A,入,章,山,拙,0,,1
書,開,三,仙A,入,章,山,設,0,,0
日,開,三,仙A,入,日,山,熱,0,,0
以,合,三,仙A,入,以,山,悅,0,,0
以,合,三,仙A,入,以,山,閱,0,,0
明,開,三,仙A,入,幫,山,滅,0,,0
徹,開,三,仙B,平,知,山,鏈,0,,0
澄,合,三,仙B,平,知,山,傳,1,傳播,0
澄,合,三,仙B,去,知,山,傳,1,自傳,0
澄,開,三,仙B,平,知,山,纏,0,,0
生,合,三,仙B,平,莊,山,栓,0,,1
溪,開,三,仙B,平,見,山,騫,0,,2
曉,開,三,仙B,平,影,山,嫣,0,,2
云,合,三,仙B,平,影,山,圓,0,,0
群,合,三,仙B,平,見,山,捲,0,,0
群,開,三,仙B,平,見,山,虔,0,,2
群,合,三,仙B,平,見,山,蜷,0,,2
群,開,三,仙B,平,見,山,鍵,0,,0
群,合,三,仙B,平,見,山,權,0,,0
見,合,三,仙B,上,見,山,卷,1,試卷,0
群,合,三,仙B,平,見,山,卷,1,卷曲,0
群,合,三,仙B,平,見,山,拳,0,,0
知,開,三,仙B,上,知,山,展,0,,0
知,開,三,仙B,上,知,山,輾,1,輾轉,2
,,,,,,,輾,1,輾穀,2
知,合,三,仙B,上,知,山,轉,1,轉變,0
知,合,三,仙B,去,知,山,轉,1,自轉,0
並,開,三,仙B,上,幫,山,辨,0,,0
