id,聲,呼,等,韻,調,組,攝,單字,多音,组词,原註,罕度
5556,崇,開,二,銜,平,,咸,巉,0,巉巖(巉岩),,2
5557,崇,開,二,銜,上,,咸,巉,0,,,2
5558,徹,開,三,陽,上,,宕,昶,0,昶暢(昶畅),,2
5559,昌,開,三,陽,上,章,宕,氅,0,大氅,,2
5560,書,開,三,真A,去,章,臻,抻,0,抻面,,2
5561,徹,開,三,侵B,平,知,深,郴,0,郴州,,2
5562,昌,開,三,眞A,平,,臻,嗔,0,嗔怒,,2
5563,常,開,三,侵A,平,章,深,諶,0,諶姓(谌姓),,2
5564,初,開,三,侵B,上,莊,深,磣,0,磣牙(碜牙),,2
5565,徹,開,三,清B,平,知,梗,檉,0,檉柳(柽柳),,2
5566,初,開,二,庚,平,,梗,琤,0,琤琤,,2
5567,初,開,二,耕,平,,梗,琤,0,,,2
5568,,,,,,,,哧,0,噗哧,,2
5569,徹,開,三,之,平,知,止,笞,0,鞭笞,,2
5570,,,,,,,,茌,0,茌平,,2
5571,澄,開,三,脂B,平,知,止,墀,0,丹墀,,2
5572,澄,開,三,支B,平,知,止,踟,0,踟躕(踟蹰),,2
5573,,,,,,,,呎,0,英呎,,2
5574,徹,開,三,支B,上,,止,褫,0,褫奪(褫夺),,2
5575,昌,開,三,真A,入,章,臻,叱,0,叱咤,,2
5576,書,開,三,支A,去,章,止,啻,0,不啻,,2
5577,,,,,,,,瞅,0,瞅見(瞅见),,2
5578,澄,開,三,魚,平,知,遇,滁,0,滁州,,2
5579,澄,合,三,虞,平,知,遇,躕,0,踟躕(踟蹰),,2
5580,常,合,三,仙A,上,,山,踹,0,踹門(踹门),,2
5581,端,合,一,桓,去,,山,踹,0,,,2
5582,昌,合,三,仙A,去,章,山,釧,0,手釧(手钏),,2
5583,常,合,三,支A,平,章,止,陲,0,邊陲(边陲),,2
5584,從,開,三,之,平,,止,鶿,0,鸕鶿(鸬鹚),,2
5585,從,合,一,冬,平,精,通,琮,0,玉琮,,2
5586,清,開,一,侯,去,精,流,輳,0,輳輻(辏辐),,2
5587,清,開,一,侯,去,精,流,腠,0,腠理,,2
5588,從,開,一,模,平,精,遇,徂,0,徂徠(徂徕),,2
5589,從,合,一,魂,入,,臻,捽,0,捽住,,2
5590,從,合,三,術,入,,臻,捽,0,,,2
5591,,,,,,,,攛,0,攛掇(撺掇),,2
5592,清,合,一,桓,去,,山,躥,0,躥升(蹿升),,2
5593,清,合,一,寒,去,精,山,爨,0,分爨,,2
5594,從,合,三,脂A,去,精,止,瘁,0,鞠躬盡瘁(鞠躬尽瘁),,2
5595,,,,,,,,吋,0,英寸,,2
5596,,,,,,,,噠,0,噠噠(哒哒),,2
5597,端,開,一,覃,入,,咸,嗒,0,嗒然,,2
5598,透,開,一,盍,入,,咸,嗒,0,,,2
5599,端,開,一,覃,入,,咸,褡,0,褡褳(褡裢),,2
5600,端,開,一,盍,入,,咸,褡,0,,,2
5601,端,開,一,曷,入,,山,怛,0,怛傷(怛伤),,2
5602,透,開,一,寒,入,端,山,躂,0,滑躂(滑跶),,2
5603,端,開,一,曷,入,,山,靼,0,韃靼(鞑靼),,2
5604,章,開,三,薛A,入,,山,靼,0,,,2
5605,,,,,,,,瘩,0,疙瘩,,1
5606,,,,,,,,甙,0,糖甙,,2
5607,定,開,一,咍,上,端,蟹,迨,0,迨至,,2
5608,定,開,一,咍,去,端,蟹,埭,0,土埭,,2
5609,端,開,一,寒,平,端,山,簞,0,簞食(箪食),,2
5610,端,開,一,寒,上,,山,疸,0,黃疸(黄疸),,2
5611,端,開,一,寒,去,,山,疸,0,,,2
5612,定,開,一,談,上,,咸,啖,0,啖食,,2
5613,定,開,一,談,去,,咸,啖,0,,,2
5614,端,開,一,唐,平,端,宕,襠,0,褲襠(裤裆),,1
5615,定,開,一,唐,去,,宕,碭,0,碭山(砀山),,2
5616,定,開,一,唐,平,,宕,碭,0,,,2
5617,,,,,,,,噔,0,咯噔,,2
5618,端,開,一,登,去,端,曾,磴,0,石磴,,2
5619,端,開,四,齊,上,,蟹,砥,0,砥礪(砥砺),,2
5620,端,開,四,齊,去,端,蟹,骶,0,骶骨,,2
5621,定,開,四,齊,去,端,蟹,棣,0,棠棣,,2
5622,,,,,,,,嗲,0,嗲聲(嗲声),,2
5623,端,開,四,先,平,,山,滇,0,滇池,,2
5624,定,開,四,先,平,,山,鈿,0,金鈿(金钿),,2
5625,定,開,四,先,去,,山,鈿,0,,,2
5626,端,開,四,蕭,平,,效,碉,0,碉堡,,1
5627,定,開,四,添,入,端,咸,堞,0,城堞,,2
5628,定,開,四,添,入,端,咸,蹀,0,蹀躞,,2
5629,,,,,,,,啶,0,吡啶,,2
5630,定,開,四,青,上,端,梗,鋌,0,鋌而走險(铤而走险),,2
5631,,,,,,,,碇,0,下碇,,2
5632,,,,,,,,氡,0,氡氣(氡气),,2
5633,定,開,一,東,去,,通,峒,0,崆峒,,2
5634,定,開,一,東,平,,通,峒,0,,,2
5635,透,開,一,東,平,,通,恫,0,恫嚇(恫吓),,2
5636,定,開,一,東,去,,通,恫,0,,,2
5637,,,,,,,,蔸,0,樹蔸(树蔸),,2
5638,端,開,一,侯,平,端,流,篼,0,竹篼,,2
5639,端,開,一,模,平,,遇,闍,0,闍梨(阇梨),,2
5640,常,開,三,麻,平,,假,闍,0,,,2
5641,定,開,一,東,入,端,通,黷,0,窮兵黷武(穷兵黩武),,2
5642,,,,,,,,煅,0,煅燒(煅烧),,2
5643,端,合,一,魂,平,,臻,惇,0,惇厚,,2
5644,,,,,,,,躉,0,躉批(趸批),,2
5645,昌,開,三,支A,上,,止,哆,0,哆嗦,,1
5646,影,開,一,曷,入,,山,閼,0,閼氏(阏氏),,2
5647,疑,開,一,唐,入,見,宕,萼,0,花萼,,2
5648,疑,開,一,唐,入,見,宕,鶚,0,魚鶚(鱼鹗),,2
5649,,,,,,,,摁,0,摁住,,2
5650,日,開,三,之,平,,止,鮞,0,鮞魚(鲕鱼),,2
5651,日,開,三,之,上,,止,洱,0,洱海,,2
5652,日,開,三,之,去,,止,洱,0,,,2
5653,並,合,三,元,入,幫,山,閥,0,軍閥(军阀),,0
5654,,,,,,,,琺,0,琺瑯(珐琅),,2
5655,滂,合,三,元,平,幫,山,幡,0,幡旗,,2
5656,滂,合,三,凡,上,幫,咸,釩,0,釩元素(钒元素),,2
5657,並,合,三,元,平,幫,山,燔,0,燔燒(燔烧),,2
5658,並,合,三,元,平,幫,山,蘩,0,蘩蒿,,2
5659,幫,合,三,陽,平,幫,宕,匚,0,匚部,,2
5660,幫,合,三,微,上,,止,蜚,0,蜚蠊,,2
5661,並,合,三,微,去,,止,蜚,0,,,2
5662,,,,,,,,蜚,0,,,2
5663,並,合,三,微,平,,止,腓,0,腓腸(腓肠),,2
5664,並,合,三,微,去,,止,腓,0,,,2
5665,,,,,,,,酚,0,苯酚,,2
5666,並,合,三,文,平,幫,臻,汾,0,汾河,,2
5667,幫,合,三,虞,平,幫,遇,趺,0,跏趺,,2
5668,並,合,三,虞,平,幫,遇,鳧,0,鳧水(凫水),,1
5669,滂,合,三,物,入,,臻,茀,0,茀鬱(茀郁),,2
5670,並,合,三,東,入,幫,通,茯,0,茯苓,,2
5671,並,合,三,尤,平,幫,流,罘,0,芝罘,,2
5672,並,合,三,虞,平,幫,遇,蚨,0,青蚨,,2
5673,並,合,三,尤,平,幫,流,涪,0,涪陵,,2
5674,滂,合,三,虞,上,幫,遇,拊,0,拊掌,,2
5675,滂,合,三,東,入,幫,通,蝮,0,蝮蛇,,2
5676,,,,,,,,旮,0,旮旯,,2
5677,曉,開,二,銜,入,影,咸,呷,0,呷茶,,2
5678,見,開,一,咍,平,見,蟹,垓,0,垓下,,2
5679,見,開,一,寒,平,見,山,玕,0,琅玕,,2
5680,見,開,一,談,平,見,咸,苷,0,糖苷,,2
5681,曉,開,一,唐,上,影,宕,酐,0,酸酐,,2
5682,見,開,一,寒,去,見,山,旰,0,旰食,,2
5683,見,開,一,覃,去,見,咸,紺,0,紺青(绀青),,2
5684,見,開,一,覃,上,,咸,灨,0,灨水,,2
5685,見,開,一,覃,去,,咸,灨,0,,,2
5686,知,開,二,江,去,,江,戇,0,戇直,,2
5687,曉,開,一,東,去,,通,戇,0,,,2
5688,見,開,一,豪,平,,效,睾,0,睾丸,,2
5689,見,開,一,豪,上,見,效,杲,0,杲杲,,2
5690,見,開,一,豪,上,,效,縞,0,縞素(缟素),,2
5691,溪,開,一,豪,上,,效,槁,0,枯槁,,2
5692,見,開,一,豪,上,,效,槁,0,,,2
5693,見,開,一,豪,去,見,效,誥,0,誥命(诰命),,2
5694,,,,,,,,鋯,0,鋯石(锆石),,2
5695,疑,開,三,真B,入,,臻,圪,0,圪垯,,2
5696,疑,開,三,迄,入,,臻,圪,0,,,2
5697,疑,開,三,欣,入,見,臻,疙,0,疙瘩,,1
5698,來,開,四,青,入,,梗,鬲,0,鼎鬲,,2
5699,見,開,二,耕,入,,梗,鬲,0,,,2
5700,見,開,二,耕,入,見,梗,嗝,0,打嗝,,2
5701,見,開,二,耕,入,見,梗,膈,0,膈膜,,2
5702,來,開,四,青,入,來,梗,鎘,0,鎘元素(镉元素),,2
5703,見,開,二,庚,平,見,梗,賡,0,賡續(赓续),,2
5704,見,開,三,鍾,平,見,通,龔,0,龔姓(龚姓),,2
5705,,,,,,,,珙,0,珙桐,,2
5706,曉,開,一,侯,去,影,流,佝,0,佝僂(佝偻),,2
5707,見,開,一,侯,上,見,流,笱,0,魚笱(鱼笱),,2
5708,溪,開,一,模,平,見,遇,軲,0,軲轆(轱辘),,2
5709,見,開,一,模,平,見,遇,蛄,0,螻蛄(蝼蛄),,2
5710,見,開,一,模,上,見,遇,鈷,0,鈷元素(钴元素),,2
5711,匣,合,一,魂,入,,臻,鶻,0,,,2
5712,見,合,一,魂,入,,臻,鶻,0,鶻(鹘),,2
5713,匣,合,二,鎋,入,,山,鶻,0,鶻侖(鹘仑),,2
5714,,,,,,,,臌,0,臌脹(臌胀),,2
5715,見,開,一,沃,入,,通,梏,0,桎梏,,2
5716,見,開,一,模,去,見,遇,痼,0,痼疾,,2
5717,見,合,一,末,入,,山,鴰,0,鴰(鸹),,2
5718,見,合,二,黠,入,,山,鴰,0,老鴰(老鸹),,2
5719,匣,合,二,刪,上,,山,莞,0,莞爾(莞尔),,2
5720,見,合,二,刪,去,見,山,摜,0,摜(掼),,2
5721,見,合,一,桓,去,,山,盥,0,盥洗,,2
5722,見,合,一,桓,上,,山,盥,0,盥漱,,2
5723,,,,,,,,咣,0,咣噹(咣当),,2
5724,見,合,四,青,上,,梗,炅,0,炅,,2
5725,見,合,一,戈,平,,果,堝,0,堝(埚),,2
5726,見,合,二,耕,入,見,梗,蟈,0,蟈蟈(蝈蝈),,2
5727,見,合,二,耕,入,,梗,幗,0,巾幗(巾帼),,2
5728,見,合,二,耕,入,見,梗,膕,0,膕(腘),,2
5729,,,,,,,,氦,0,氦氣(氦气),,2
5730,,,,,,,,晗,0,晗,,2
5731,匣,開,一,覃,上,影,咸,菡,0,菡萏,,2
5732,,,,,,,,頷,0,頷首(颔首),,2
5733,匣,開,一,唐,上,,宕,沆,0,沆瀣,,2
5734,匣,開,一,豪,上,影,效,顥,0,顥(颢),,2
5735,疑,開,一,咍,去,見,蟹,閡,0,隔閡(隔阂),,2
5736,匣,開,一,歌,平,,果,菏,0,菏澤(菏泽),,2
5737,見,開,一,歌,平,,果,菏,0,菏澤(菏泽),,2
5738,見,開,一,,入,,咸,頜,0,頜(颌),,2
5739,匣,開,一,,入,,咸,頜,0,上頜(上颌),,2
5740,匣,開,二,耕,入,影,梗,翮,0,翮,,2
5741,匣,開,二,庚,平,影,梗,珩,0,珩,,2
5742,匣,開,二,庚,平,影,梗,蘅,0,蘅蕪(蘅芜),,2
5743,影,合,二,耕,平,影,梗,泓,0,一泓,,2
5744,曉,開,一,侯,平,影,流,齁,0,齁,,2
5745,匣,開,一,侯,平,影,流,骺,0,骨骺,,2
5746,匣,開,一,侯,平,影,流,篌,0,箜篌,,2
5747,曉,開,一,模,平,影,遇,滹,0,滹沱,,2
5748,曉,合,二,庚,入,,梗,砉,0,砉然,,2
5749,曉,合,四,青,入,,梗,砉,0,砉砉,,2
5750,匣,合,二,麻,平,影,假,驊,0,驊騮(骅骝),,2
5751,曉,合,一,寒,平,影,山,獾,0,獾子,,2
5752,云,合,三,元,平,,臻,洹,0,洹水,,2
5753,匣,合,一,桓,平,,山,洹,0,洹河,,2
5754,曉,合,一,唐,平,影,宕,肓,0,膏肓,,2
5755,匣,合,一,唐,平,影,宕,隍,0,城隍,,2
5756,匣,合,一,唐,平,影,宕,湟,0,湟水,,2
5757,匣,合,一,唐,平,影,宕,篁,0,篁竹,,2
5758,匣,合,一,唐,上,影,宕,幌,0,幌子,,1
5759,影,合,一,泰,去,影,蟹,薈,0,薈萃(荟萃),,2
5760,,,,,,,,燴,0,燴(烩),,2
5761,影,合,一,唐,入,影,宕,蠖,0,尺蠖,,2
5762,見,開,三,微,平,見,止,璣,0,璣(玑),,2
5763,曉,開,三,真A,入,,臻,咭,0,咭,,2
5764,精,開,四,齊,平,,蟹,躋,0,躋身(跻身),,2
5765,精,開,四,齊,去,,蟹,躋,0,躋躋(跻跻),,2
5766,群,開,三,微,平,見,止,畿,0,京畿,,2
5767,羣,開,三,業,入,,咸,笈,0,負笈(负笈),,2
5768,從,開,三,真A,入,精,臻,蒺,0,蒺藜,,2
5769,精,開,三,鹽A,入,精,咸,楫,0,舟楫,,2
5770,羣,開,三,支A,平,,止,伎,0,伎倆(伎俩),,2
5771,羣,開,三,支B,上,,止,伎,0,伎藝(伎艺),,2
5772,羣,開,三,薛B,入,,山,偈,0,偈語(偈语),,2
5773,精,開,四,青,入,精,梗,勣,0,功勣,,3
5774,見,開,四,齊,去,見,蟹,薊,0,薊(蓟),,2
5775,精,開,四,齊,去,精,蟹,霽,0,霽(霁),,2
5776,見,開,三,脂B,去,見,止,驥,0,驥(骥),,2
5777,見,開,二,麻,平,見,假,珈,0,珈,,2
5778,見,開,二,麻,平,見,假,袈,0,袈裟,,2
5779,見,開,二,山,入,見,山,戛,0,戛然,,2
5780,見,開,二,狎,入,,咸,岬,0,岬角,,2
5781,見,開,一,盍,入,,咸,鉀,0,鉀肥(钾肥),,1
5782,見,開,二,狎,入,,咸,鉀,0,氯化鉀(氯化钾),,1
5783,見,開,四,添,平,見,咸,縑,0,縑(缣),,2
5784,,,,,,,,犟,0,倔犟,,2
5785,見,開,二,肴,平,見,效,茭,0,茭白,,2
5786,見,開,二,肴,平,見,效,鮫,0,鮫(鲛),,2
5787,見,開,二,肴,上,,效,佼,0,佼佼,,2
5788,見,開,二,山,入,見,山,秸,0,秸稈(秸秆),,1
5789,見,開,三,薛B,入,,山,訐,0,訐(讦),,2
5790,精,開,三,鹽A,入,精,咸,婕,0,婕妤,,2
5791,見,開,三,元,入,見,山,羯,0,羯鼓,,2
5792,見,開,二,皆,去,,蟹,蚧,0,蛤蚧,,2
5793,見,開,三,蒸,平,見,曾,矜,0,矜持,,2
5794,邪,開,三,真A,去,精,臻,燼,0,燼(烬),,2
5795,見,開,三,欣,去,見,臻,靳,0,靳,,2
5796,精,開,三,真A,去,精,臻,縉,0,縉紳(缙绅),,2
5797,羣,開,三,侵B,去,,深,噤,0,噤聲(噤声),,2
5798,羣,開,三,侵B,上,,深,噤,0,噤若寒蟬(噤若寒蝉),,2
5799,見,合,三,庚,上,,梗,璟,0,璟,,2
5800,影,開,三,庚,上,,梗,璟,0,璟,,2
5801,匣,開,四,青,去,,梗,脛,0,脛(胫),,2
5802,群,開,三,清A,上,見,梗,痙,0,痙攣(痉挛),,2
5803,見,合,四,青,上,見,梗,熲,0,熲(颎),,2
5804,清,開,三,魚,平,精,遇,狙,0,狙擊(狙击),,2
5805,崇,開,三,魚,上,莊,遇,齟,0,齟齬(龃龉),,2
5806,溪,合,三,虞,上,,遇,踽,0,踽踽,,2
5807,見,合,三,虞,上,,遇,踽,0,踽踽獨行(踽踽独行),,2
5808,見,開,三,魚,去,見,遇,倨,0,倨傲,,2
5809,見,合,四,先,平,見,山,蠲,0,蠲免,,2
5810,見,合,三,仙A,去,見,山,鄄,0,鄄城,,2
5811,見,開,二,江,入,見,江,珏,0,珏,,2
5812,見,開,二,江,入,見,江,桷,0,桷,,2
5813,見,合,三,祭B,去,,蟹,蹶,0,蹶,,2
5814,見,合,三,月,入,,臻,蹶,0,一蹶不振,,2
5815,見,合,三,陽,入,見,宕,矍,0,矍鑠(矍铄),,2
5816,見,合,三,陽,入,見,宕,攫,0,攫取,,2
5817,云,合,三,真B,平,影,臻,筠,0,筠竹,,2
5818,精,合,三,真A,去,精,臻,儁,0,俊傑(俊杰),,0
5819,溪,開,一,咍,上,,蟹,闓,0,闓(闿),,2
5820,溪,開,二,皆,上,,蟹,鍇,0,鍇(锴),,2
5821,見,開,二,皆,平,,蟹,鍇,0,鍇(锴),,2
5822,溪,開,一,覃,平,,咸,戡,0,戡亂(戡乱),,2
5823,溪,開,一,談,去,,咸,闞,0,闞(阚),,2
5824,曉,開,二,咸,上,,咸,闞,0,闞(阚),,2
5825,曉,開,二,銜,去,,咸,闞,0,闞(阚),,2
5826,溪,開,一,唐,去,見,宕,伉,0,伉儷(伉俪),,2
5827,,,,,,,,銬,0,手銬(手铐),,1
5828,溪,開,一,歌,平,見,果,珂,0,珂,,2
5829,匣,開,一,咍,平,,蟹,頦,0,頦(颏),,2
5830,見,開,一,咍,上,,蟹,頦,0,下頦(下颏),,2
5831,溪,開,一,歌,上,見,果,岢,0,岢嵐(岢岚),,2
5832,溪,開,一,唐,入,見,宕,恪,0,恪守,,2
5833,,,,,,,,氪,0,氪氣(氪气),,2
5834,溪,開,二,耕,入,見,梗,緙,0,緙絲(缂丝),,2
5835,溪,開,一,東,去,,通,倥,0,倥傯(倥偬),,2
5836,溪,開,一,東,平,見,通,箜,0,箜篌,,2
5837,溪,開,一,模,去,見,遇,絝,0,絝(绔),,2
5838,溪,開,一,模,平,見,遇,挎,0,挎包,,0
5839,溪,開,一,模,去,,遇,胯,0,胯骨,,1
5840,溪,合,二,麻,平,,假,胯,0,胯下,,1
5841,溪,合,二,麻,去,,假,胯,0,胯,,1
5842,見,合,一,泰,去,見,蟹,儈,0,儈(侩),,2
5843,溪,合,二,夬,去,見,蟹,噲,0,噲(哙),,2
5844,見,合,一,泰,去,,蟹,獪,0,狡獪(狡狯),,2
5845,見,合,二,佳,去,,蟹,獪,0,獪(狯),,2
5846,溪,合,一,桓,平,,山,髖,0,髖(髋),,2
5847,溪,合,三,陽,平,見,宕,劻,0,劻勷,,2
5848,見,合,一,唐,上,,宕,鄺,0,鄺(邝),,2
5849,溪,合,一,唐,去,見,宕,壙,0,壙(圹),,2
5850,,,,,,,,巋,0,巋然(岿然),,2
5851,羣,合,三,脂B,平,,止,馗,0,馗,,2
5852,,,,,,,,喹,0,喹啉,,2
5853,疑,合,二,皆,去,見,蟹,聵,0,聵(聩),,2
5854,羣,合,三,脂B,去,,止,簣,0,簣(篑),,2
5855,溪,合,一,魂,平,,臻,堃,0,堃,,2
5856,見,合,一,魂,平,見,臻,琨,0,琨,,2
5857,溪,合,一,魂,平,見,臻,髡,0,髡刑,,2
5858,,,,,,,,旯,0,旯旮,,2
5859,來,開,三,侵A,入,來,深,砬,0,砬,,2
5860,來,開,一,咍,平,,蟹,崍,0,崍山(崃山),,2
5861,來,開,一,咍,去,,蟹,崍,0,崍(崃),,2
5862,來,開,一,咍,平,,蟹,徠,0,招徠(招徕),,2
5863,來,開,一,咍,平,來,蟹,淶,0,淶(涞),,2
5864,來,開,一,咍,去,來,蟹,賚,0,賚(赉),,2
5865,來,開,一,寒,平,,山,讕,0,讕言(谰言),,2
5866,來,開,一,寒,上,,山,讕,0,讕(谰),,2
5867,來,開,一,寒,去,,山,讕,0,讕(谰),,2
5868,來,開,一,談,平,來,咸,襤,0,襤褸(褴褛),,2
5869,來,開,一,寒,去,來,山,鑭,0,鑭(镧),,2
5870,,,,,,,,啷,0,啷噹(啷当),,2
5871,來,開,一,唐,平,,宕,閬,0,閬(阆),,2
5872,來,開,一,唐,去,,宕,閬,0,閬中(阆中),,2
5873,來,開,一,豪,去,來,效,癆,0,癆(痨),,2
5874,來,開,一,豪,平,來,效,醪,0,醪糟,,2
5875,來,開,三,脂A,平,來,止,蜊,0,蛤蜊,,2
5876,來,開,四,齊,平,來,蟹,藜,0,藜,,2
5877,來,開,三,之,上,來,止,俚,0,俚語(俚语),,2
5878,來,開,三,之,上,來,止,娌,0,妯娌,,2
5879,來,開,四,齊,上,來,蟹,澧,0,澧水,,2
5880,來,開,三,祭A,去,來,蟹,癘,0,癘(疠),,2
5881,來,開,四,青,入,,梗,櫟,0,櫟(栎),,2
5882,以,開,三,陽,入,,宕,櫟,0,櫟樹(栎树),,2
5883,來,開,四,齊,去,來,蟹,儷,0,儷(俪),,2
5884,來,開,四,青,入,來,梗,癧,0,瘰癧(瘰疬),,2
5885,來,開,三,脂A,去,,止,蒞,0,蒞臨(莅临),,2
5886,來,開,三,祭A,去,來,蟹,礪,0,磨礪(磨砺),,2
5887,來,開,四,魂,入,,山,唳,0,唳,,2
5888,來,開,四,齊,去,,蟹,唳,0,風聲鶴唳(风声鹤唳),,2
5889,,,,,,,,傈,0,傈僳,,2
5890,來,開,三,真A,入,來,臻,溧,0,溧水,,2
5891,來,開,三,仙A,平,來,山,槤,0,槤(梿),,2
5892,來,開,四,添,平,來,咸,濂,0,濂,,2
5893,來,開,三,鹽A,上,,咸,瀲,0,瀲灩(潋滟),,2
5894,來,開,三,鹽A,去,,咸,瀲,0,瀲灩(潋滟),,2
5895,來,開,一,唐,平,來,宕,莨,0,莨菪,,2
5896,來,開,四,蕭,上,,效,蓼,0,蓼藍(蓼蓝),,2
5897,來,開,三,東,入,,通,蓼,0,蓼,,2
5898,來,開,三,陽,入,,宕,撂,0,撂下,,2
5899,,,,,,,,咧,0,咧嘴,,1
5900,來,開,一,覃,平,來,咸,啉,0,啉,,2
5901,來,開,三,真A,平,來,臻,璘,0,璘,,2
5902,來,開,四,青,平,來,梗,苓,0,茯苓,,2
5903,來,開,四,青,平,來,梗,囹,0,囹圄,,2
5904,來,開,四,青,平,來,梗,瓴,0,瓴,,2
5905,來,開,四,青,平,來,梗,櫺,0,櫺(棂),,2
5906,來,開,四,青,平,來,梗,呤,0,嘌呤,,2
5907,來,開,三,幽,平,,流,鏐,0,鏐(镠),,2
5908,來,開,三,尤,平,,流,鏐,0,鏐(镠),,2
5909,來,開,三,尤,上,來,流,綹,0,綹(绺),,2
5910,來,開,一,東,平,,通,蘢,0,蘢(茏),,2
5911,來,開,三,鍾,平,,通,蘢,0,蘢蔥(茏葱),,2
5912,來,開,一,東,平,來,通,櫳,0,櫳(栊),,2
5913,來,開,一,東,平,,通,礱,0,礱(砻),,2
5914,來,開,一,東,去,,通,礱,0,礱糠(砻糠),,2
5915,,,,,,,,矓,0,矇矓(蒙眬),,2
5916,來,開,一,侯,平,,流,婁,0,婁(娄),,1
5917,來,開,一,侯,平,,流,僂,0,僂(偻),,2
5918,來,合,三,虞,平,,遇,蔞,0,蔞(蒌),,2
5919,來,開,一,侯,平,,流,蔞,0,蔞蒿(蒌蒿),,2
5920,來,合,三,虞,上,,遇,蔞,0,蔞(蒌),,2
5921,來,開,一,侯,平,來,流,螻,0,螻蛄(蝼蛄),,2
5922,來,開,一,模,上,,遇,擼,0,擼(撸),,2
5923,來,開,一,模,平,來,遇,轤,0,轤(轳),,2
5924,來,開,三,魚,平,來,遇,臚,0,臚(胪),,2
5925,來,開,一,模,平,來,遇,鱸,0,鱸魚(鲈鱼),,2
5926,來,開,三,鍾,入,來,通,籙,0,籙(箓),,2
5927,來,開,一,模,去,來,遇,潞,0,潞,,2
5928,來,合,一,寒,平,來,山,欒,0,欒(栾),,2
5929,來,合,一,寒,平,來,山,灤,0,灤(滦),,2
5930,來,合,一,寒,平,來,山,鑾,0,鑾(銮),,2
5931,,,,,,,,玀,0,玀(猡),,2
5932,來,開,一,唐,入,來,宕,珞,0,珞,,2
5933,來,開,三,魚,平,來,遇,閭,0,閭(闾),,2
5934,來,開,一,侯,平,來,流,褸,0,襤褸(褴褛),,2
5935,來,合,三,虞,上,來,遇,褸,0,褸(褛),,2
5936,明,合,一,桓,去,幫,山,墁,0,墁,,2
5937,,,,,,,,牤,0,牤牛,,2
5938,明,開,一,唐,平,幫,宕,邙,0,邙山,,2
5939,明,合,一,陽,平,幫,宕,邙,0,北邙,,2
5940,明,合,三,陽,平,幫,宕,鋩,0,鋩(铓),,2
5941,,,,,,,,鉚,0,鉚釘(铆钉),,1
5942,明,開,一,豪,去,幫,效,眊,0,眊,,2
5943,明,開,二,江,入,幫,覺,眊,0,眊眊,,2
5944,明,開,一,侯,去,幫,流,懋,0,懋,,2
5945,明,開,三,祭A,去,幫,蟹,袂,0,袂,,2
5946,明,合,一,魂,平,幫,臻,捫,0,捫(扪),,2
5947,明,合,一,魂,去,,臻,懣,0,懣(懑),,2
5948,,,,,,,,勐,0,勐,,2
5949,,,,,,,,嘧,0,嘧啶,,2
5950,明,開,三,仙A,上,幫,山,湎,0,沉湎,,2
5951,明,開,三,宵A,上,幫,效,淼,0,淼,,2
5952,明,開,三,真B,上,幫,臻,閔,0,閔(闵),,2
5953,明,開,四,青,上,幫,梗,茗,0,茗,,2
5954,明,開,四,青,平,幫,梗,溟,0,溟,,2
5955,明,開,四,青,上,幫,梗,酩,0,酩酊,,2
5956,明,開,一,模,平,幫,遇,謨,0,謨(谟),,2
5957,,,,,,,,蘑,0,蘑菇,,1
5958,明,開,一,寒,入,幫,山,秣,0,秣馬(秣马),,2
5959,明,開,二,庚,入,,梗,貉,0,貉,,2
5960,匣,開,一,鐸,入,,宕,貉,0,一丘之貉,,2
5961,明,開,二,庚,入,幫,梗,貘,0,貘,,2
5962,,,,,,,,氖,0,氖氣(氖气),,2
5963,娘,開,二,刪,上,知,山,赧,0,赧然,,2
5964,,,,,,,,囔,0,囔囔,,2
5965,娘,開,二,肴,平,知,效,呶,0,呶呶,,2
5966,娘,開,二,肴,去,知,效,淖,0,淖,,2
5967,泥,合,一,魂,入,端,臻,訥,0,訥(讷),,2
5968,娘,開,三,脂B,平,知,止,怩,0,忸怩,,2
5969,疑,開,四,齊,平,見,蟹,鯢,0,鯢(鲵),,2
5970,娘,開,三,支B,上,知,止,旎,0,旖旎,,2
5971,疑,開,四,齊,去,見,蟹,睨,0,睨視(睨视),,2
5972,端,開,四,蕭,上,,效,蔦,0,蔦(茑),,2
5973,端,開,四,蕭,去,,效,蔦,0,蔦蘿(茑萝),,2
5974,泥,開,四,蕭,上,端,效,嫋,0,嫋(袅),,2
5975,,,,,,,,乜,0,乜斜,,2
5976,明,開,三,麻,上,,假,乜,0,乜,,2
5977,疑,開,三,薛B,入,,山,櫱,0,櫱(蘖),,2
5978,,,,,,,,擰,0,擰開(拧开),,1
5979,,,,,,,,忸,0,忸怩,,2
5980,孃,開,三,東,入,,通,忸,0,忸怩不安,,2
5981,孃,開,二,江,平,,江,噥,0,噥(哝),,2
5982,泥,開,一,冬,平,,通,噥,0,嘟噥(嘟哝),,2
5983,泥,開,一,歌,平,端,果,儺,0,儺(傩),,2
5984,,,,,,,,喏,0,喏,,2
5985,日,開,三,麻,上,,假,喏,0,唱喏,,2
5986,,,,,,,,搦,0,搦,,2
5987,孃,開,三,東,入,,通,衄,0,衄,,2
5988,日,開,三,東,入,,通,衄,0,衄血,,2
5989,疑,開,一,侯,上,見,流,耦,0,耦合,,2
5990,滂,開,二,麻,平,幫,假,葩,0,奇葩,,2
