id,聲,呼,等,韻,調,組,攝,單字,多音,组词,原註,罕度
5991,並,開,二,皆,平,幫,蟹,俳,0,俳句,,2
5992,並,開,一,寒,平,幫,山,槃,0,槃,,2
5993,滂,開,一,寒,去,幫,山,泮,0,泮,,2
5994,,,,,,,,耪,0,耪地,,2
5995,,,,,,,,呸,0,呸,,2
5996,,,,,,,,嘭,0,嘭,,2
5997,滂,開,四,齊,平,,蟹,砒,0,砒霜,,2
5998,並,開,三,脂A,平,幫,止,毗,0,毗鄰(毗邻),,2
5999,並,開,三,支A,平,,止,蜱,0,蜱蟲(蜱虫),,2
6000,並,開,四,齊,平,幫,蟹,鼙,0,鼙鼓,,2
6001,並,開,三,脂B,上,,止,痞,0,痞子,,2
6002,幫,開,三,脂B,上,,止,痞,0,痞氣(痞气),,2
6003,幫,開,三,尤,上,,流,痞,0,地痞,,2
6004,滂,開,四,齊,去,幫,蟹,睥,0,睥睨,,2
6005,滂,開,三,宵A,去,,效,剽,0,剽竊(剽窃),,2
6006,滂,開,三,宵A,平,幫,效,嘌,0,嘌呤,,2
6007,並,開,三,真A,平,幫,臻,嬪,0,嬪(嫔),,2
6008,並,開,一,歌,平,幫,果,鄱,0,鄱陽(鄱阳),,2
6009,,,,,,,,噗,0,噗噗,,2
6010,幫,開,一,東,入,幫,通,濮,0,濮陽(濮阳),,2
6011,羣,開,三,微,平,,止,圻,0,圻,,2
6012,群,開,三,支A,平,見,止,芪,0,黃芪(黄芪),,2
6013,群,開,三,微,平,見,止,頎,0,頎(颀),,2
6014,群,開,三,之,平,見,止,祺,0,祺,,2
6015,群,開,三,之,平,見,止,綦,0,綦,,2
6016,羣,開,三,之,平,,止,蘄,0,蘄(蕲),,2
6017,清,開,三,緝A,入,,深,葺,0,修葺,,2
6018,溪,開,二,麻,去,見,假,髂,0,髂骨,,2
6019,,,,,,,,扦,0,扦插,,2
6020,群,開,三,鹽B,平,見,咸,鈐,0,鈐(钤),,2
6021,群,開,三,鹽B,平,見,咸,箝,0,箝制,,2
6022,,,,,,,,戧,0,戧(戗),,2
6023,從,開,三,陽,平,,宕,嬙,0,嬙(嫱),,2
6024,生,開,三,蒸,入,,曾,嬙,0,嬙(嫱),,2
6025,溪,開,二,山,平,,山,羥,0,羥基(羟基),,2
6026,溪,開,二,耕,平,,梗,羥,0,羥(羟),,2
6027,清,開,三,陽,平,精,宕,蹌,0,蹌踉(跄踉),,2
6028,溪,開,三,宵B,平,見,效,橇,0,橇,,2
6029,羣,開,三,宵B,去,,效,嶠,0,嶠(峤),,2
6030,羣,開,三,宵B,平,,效,嶠,0,嶠(峤),,2
6031,從,開,三,宵A,去,精,效,誚,0,誚(诮),,2
6032,溪,開,四,先,入,見,山,挈,0,挈帶(挈带),,2
6033,,,,,,,,趄,0,趔趄,,2
6034,清,開,三,魚,平,,遇,趄,0,趄,,2
6035,溪,開,三,侵B,平,見,深,衾,0,衾,,2
6036,群,開,三,侵B,平,見,深,芩,0,黃芩(黄芩),,2
6037,,,,,,,,氰,0,氰化物,,2
6038,群,開,三,鍾,平,見,通,邛,0,邛崍(邛崃),,2
6039,精,開,三,尤,平,,流,湫,0,湫,,2
6040,清,開,三,尤,平,精,流,楸,0,楸樹(楸树),,2
6041,群,開,三,幽,平,見,流,虯,0,虯(虬),,2
6042,,,,,,,,祛,0,祛除,,2
6043,,,,,,,,蛐,0,蛐蛐,,2
6044,群,合,三,虞,平,見,遇,癯,0,癯,,2
6045,群,合,三,虞,平,見,遇,衢,0,衢,,2
6046,,,,,,,,蠼,0,蠼螋,,2
6047,溪,合,三,虞,上,見,遇,齲,0,齲齒(龋齿),,2
6048,溪,合,四,青,入,見,梗,闃,0,闃(阒),,2
6049,清,合,三,仙A,平,精,山,荃,0,荃,,2
6050,清,合,三,仙A,平,精,山,筌,0,筌,,2
6051,,,,,,,,醛,0,醛,,2
6052,見,合,四,齊,去,見,蟹,炔,0,炔,,2
6053,溪,合,四,先,入,見,山,闋,0,闋(阕),,2
6054,清,合,三,真A,平,精,臻,逡,0,逡巡,,2
6055,日,開,三,陽,平,日,宕,禳,0,禳災(禳灾),,2
6056,,,,,,,,嬈,0,嬈(娆),,2
6057,日,開,三,侵A,上,日,深,荏,0,荏苒,,2
6058,日,合,三,虞,平,,遇,濡,0,濡濕(濡湿),,2
6059,,,,,,,,偌,0,偌大,,2
6060,,,,,,,,仨,0,仨人,,2
6061,心,開,一,覃,入,精,咸,颯,0,颯颯(飒飒),,1
6062,,,,,,,,噻,0,噻唑,,2
6063,心,開,一,覃,上,精,咸,糝,0,糝(糁),,2
6064,心,開,一,豪,平,,效,繅,0,繅絲(缫丝),,2
6065,心,開,一,豪,去,精,效,瘙,0,瘙癢(瘙痒),,2
6066,,,,,,,,銫,0,銫(铯),,2
6067,生,開,三,蒸,入,莊,曾,穡,0,穡(穑),,2
6068,,,,,,,,痧,0,痧,,2
6069,生,開,二,麻,平,莊,假,裟,0,袈裟,,2
6070,,,,,,,,啥,0,啥,,1
6071,生,開,二,銜,平,莊,咸,芟,0,芟除,,2
6072,,,,,,,,舢,0,舢板,,2
6073,生,開,二,刪,平,,山,潸,0,潸然,,2
6074,生,開,二,刪,上,,山,潸,0,潸然淚下(潸然泪下),,2
6075,常,開,三,仙A,去,,山,鄯,0,鄯善,,2
6076,常,開,三,仙A,上,,山,鄯,0,鄯善,,2
6077,,,,,,,,嬗,0,嬗變(嬗变),,2
6078,常,開,三,仙A,上,,山,鱔,0,鱔魚(鳝鱼),,2
6079,書,開,三,陽,平,章,宕,殤,0,殤(殇),,2
6080,生,開,二,肴,平,莊,效,筲,0,筲箕,,2
6081,生,開,二,肴,平,,效,艄,0,艄公,,2
6082,,,,,,,,猞,0,猞猁,,2
6083,書,開,三,麻,平,,假,畲,0,畲族,,2
6084,生,開,三,臻,平,莊,臻,詵,0,詵(诜),,2
6085,,,,,,,,砷,0,砷,,2
6086,船,開,三,蒸,去,章,曾,嵊,0,嵊州,,2
6087,船,開,三,脂A,去,章,止,諡,0,諡號(谥号),,2
6088,書,開,三,清A,入,章,梗,奭,0,奭,,2
6089,書,開,三,清A,入,章,梗,螫,0,螫,,2
6090,常,開,三,尤,上,,流,綬,0,綬帶(绶带),,2
6091,常,開,三,尤,去,,流,綬,0,綬(绶),,2
6092,,,,,,,,疋,0,疋,,2
6093,書,開,三,東,入,章,通,菽,0,菽,,2
6094,常,合,三,虞,去,,遇,澍,0,澍,,2
6095,章,合,三,虞,去,,遇,澍,0,澍,,2
6096,從,合,三,仙A,上,,山,吮,0,吮吸,,1
6097,船,合,三,諄,上,,臻,吮,0,吮乳,,1
6098,章,開,三,陽,入,,宕,妁,0,媒妁,,2
6099,常,開,三,陽,入,,宕,妁,0,妁,,2
6100,書,開,三,陽,入,章,宕,鑠,0,鑠(铄),,2
6101,生,開,三,脂B,平,莊,止,螄,0,螄(蛳),,2
6102,,,,,,,,鍶,0,鍶(锶),,2
6103,邪,開,三,之,上,精,止,汜,0,汜水,,2
6104,心,開,三,脂A,去,精,止,泗,0,泗水,,2
6105,心,開,三,鍾,平,精,通,淞,0,淞,,2
6106,生,開,三,尤,平,,流,溲,0,溲,,2
6107,,,,,,,,僳,0,傈僳,,2
6108,,,,,,,,簌,0,簌簌,,2
6109,,,,,,,,睢,0,睢,,2
6110,心,合,一,魂,平,精,臻,蓀,0,蓀(荪),,2
6111,心,開,一,歌,平,精,果,挲,0,摩挲,,2
6112,,,,,,,,羧,0,羧基,,2
6113,,,,,,,,嗩,0,嗩吶(唢呐),,2
6114,心,開,一,覃,入,精,咸,趿,0,趿拉,,2
6115,透,開,一,寒,入,端,山,撻,0,撻(挞),,2
6116,,,,,,,,肽,0,肽,,2
6117,,,,,,,,鈦,0,鈦(钛),,2
6118,定,開,一,覃,平,端,咸,曇,0,曇花(昙花),,1
6119,定,開,一,談,平,端,咸,郯,0,郯城,,2
6120,,,,,,,,羰,0,羰基,,2
6121,,,,,,,,蹚,0,蹚水,,2
6122,定,開,一,唐,平,端,宕,搪,0,搪塞,,1
6123,定,開,一,唐,平,端,宕,溏,0,溏心,,2
6124,透,開,一,唐,上,,宕,帑,0,帑,,2
6125,泥,開,一,模,平,,遇,帑,0,國帑(国帑),,2
6126,透,開,一,唐,上,,宕,儻,0,儻(傥),,2
6127,定,開,一,豪,去,,效,燾,0,燾(焘),,2
6128,定,開,一,豪,平,,效,燾,0,燾(焘),,2
6129,透,開,一,豪,平,端,效,韜,0,韜(韬),,2
6130,透,開,一,豪,平,端,效,饕,0,饕餮,,2
6131,透,開,一,豪,平,,效,洮,0,洮河,,2
6132,定,開,四,齊,平,端,蟹,銻,0,銻(锑),,2
6133,定,開,四,齊,平,端,蟹,鵜,0,鵜鶘(鹈鹕),,2
6134,透,開,四,青,入,端,梗,逖,0,逖,,2
6135,定,開,四,齊,上,,蟹,悌,0,孝悌,,2
6136,定,開,四,齊,去,,蟹,悌,0,悌,,2
6137,透,開,四,蕭,平,,效,佻,0,佻,,2
6138,定,開,四,蕭,平,,效,佻,0,輕佻(轻佻),,2
6139,定,開,四,蕭,平,端,效,苕,0,苕,,2
6140,,,,,,,,笤,0,笤帚,,1
6141,透,開,四,先,入,端,山,餮,0,饕餮,,2
6142,見,開,四,青,上,見,梗,烴,0,烴(烃),,2
6143,,,,,,,,酮,0,酮,,2
6144,定,開,一,東,平,,通,潼,0,潼關(潼关),,2
6145,定,開,一,東,去,端,通,慟,0,慟(恸),,2
6146,定,開,一,侯,平,端,流,骰,0,骰子,,2
6147,,,,,,,,坨,0,坨,,2
6148,定,開,一,歌,上,端,果,柁,0,柁,,2
6149,,,,,,,,砣,0,秤砣,,2
6150,透,開,一,唐,入,端,宕,柝,0,柝,,2
6151,透,開,一,唐,入,端,宕,籜,0,籜(箨),,2
6152,,,,,,,,佤,0,佤族,,2
6153,影,合,二,皆,平,影,蟹,崴,0,崴腳(崴脚),,2
6154,影,合,二,刪,上,,山,綰,0,綰(绾),,2
6155,明,合,三,陽,上,幫,宕,罔,0,罔,,2
6156,影,合,三,微,平,影,止,葳,0,葳蕤,,2
6157,云,合,三,微,平,影,止,幃,0,幃(帏),,2
6158,以,合,三,脂A,平,以,止,濰,0,濰(潍),,2
6159,娘,合,三,支B,去,知,止,諉,0,諉(诿),,2
6160,影,合,一,灰,上,影,蟹,猥,0,猥瑣(猥琐),,2
6161,云,合,三,微,上,影,止,韙,0,韙(韪),,2
6162,影,合,三,支B,平,,止,痿,0,痿,,2
6163,明,合,三,文,去,,臻,汶,0,汶川,,2
6164,,,,,,,,撾,0,撾(挝),,2
6165,知,合,二,麻,平,,假,撾,0,撾(挝),,2
6166,影,合,一,戈,平,,果,萵,0,萵苣(莴苣),,2
6167,影,開,二,江,入,影,江,幄,0,幄,,2
6168,明,合,三,虞,上,幫,遇,廡,0,廡(庑),,2
6169,疑,開,一,模,去,見,遇,忤,0,忤逆,,2
6170,明,合,三,虞,上,幫,遇,嫵,0,嫵媚(妩媚),,2
6171,疑,開,一,模,去,見,遇,捂,0,捂住,,1
6172,,,,,,,,牾,0,牾,,2
6173,明,合,三,虞,去,幫,遇,騖,0,騖(骛),,2
6174,明,開,一,東,入,,通,鶩,0,鶩(鹜),,2
6175,明,合,三,虞,去,,遇,鶩,0,鶩(鹜),,2
6176,徹,開,三,脂B,平,知,止,郗,0,郗,,2
6177,,,,,,,,唏,0,唏噓(唏嘘),,2
6178,,,,,,,,硒,0,硒,,2
6179,曉,開,三,侵B,入,影,深,翕,0,翕,,2
6180,心,開,四,青,入,精,梗,皙,0,皙,,2
6181,曉,開,三,微,上,,止,豨,0,豨莶,,2
6182,曉,開,三,微,平,,止,豨,0,豨,,2
6183,曉,開,三,之,平,影,止,僖,0,僖,,2
6184,,,,,,,,樨,0,木樨,,2
6185,匣,開,四,青,入,影,梗,覡,0,覡(觋),,2
6186,,,,,,,,氙,0,氙氣(氙气),,2
6187,,,,,,,,酰,0,酰基,,2
6188,匣,開,四,先,平,影,山,舷,0,船舷,,1
6189,匣,開,二,山,平,影,山,癇,0,癇(痫),,2
6190,曉,開,四,先,上,,山,蜆,0,蜆(蚬),,2
6191,心,開,三,陽,平,精,宕,驤,0,驤(骧),,2
6192,見,開,四,蕭,平,,效,梟,0,梟(枭),,2
6193,,,,,,,,梟,0,梟雄(枭雄),,2
6194,曉,開,四,蕭,平,影,效,嘵,0,嘵(哓),,2
6195,云,開,三,宵B,平,影,效,鴞,0,鴟鴞,,3
6196,,,,,,,,擷,0,擷(撷),,2
6197,匣,開,四,添,入,影,咸,勰,0,勰,,2
6198,匣,開,四,先,入,影,山,纈,0,纈(缬),,2
6199,見,開,二,佳,去,見,蟹,廨,0,廨,,2
6200,心,開,四,添,入,精,咸,燮,0,燮,,2
6201,心,開,四,添,入,精,咸,躞,0,躞蹀,,2
6202,曉,開,三,欣,平,影,臻,訢,0,訢喜,,3
6203,,,,,,,,芯,0,燈芯(灯芯),,1
6204,曉,開,三,欣,平,影,臻,忻,0,忻,,2
6205,曉,開,三,欣,平,影,臻,昕,0,昕,,2
6206,,,,,,,,鋅,0,鋅(锌),,1
6207,曉,開,三,侵B,平,影,深,歆,0,歆羨(歆羡),,2
6208,心,開,三,真A,去,精,臻,囟,0,囟門(囟门),,2
6209,匣,開,二,庚,上,影,梗,荇,0,荇菜,,2
6210,匣,開,四,青,上,,梗,悻,0,悻悻,,2
6211,匣,開,四,青,上,,梗,悻,0,悻然,,2
6212,曉,開,三,尤,平,影,流,貅,0,貔貅,,2
6213,邪,開,三,尤,去,精,流,岫,0,岫,,2
6214,,,,,,,,溴,0,溴,,2
6215,曉,合,三,虞,平,影,遇,盱,0,盱眙,,2
6216,曉,開,三,燭,入,,通,頊,0,頊(顼),,2
6217,曉,合,三,蒸,入,影,曾,洫,0,洫,,2
6218,心,開,三,東,入,精,通,蓿,0,苜蓿,,2
6219,群,開,三,陽,入,見,宕,噱,0,噱頭(噱头),,2
6220,定,開,一,覃,平,端,咸,蕁,0,蕁麻(荨麻),,2
6221,心,合,三,真A,平,精,臻,峋,0,嶙峋,,2
6222,心,合,三,諄,平,,臻,洵,0,洵,,2
6223,,,,,,,,鱘,0,鱘魚(鲟鱼),,2
6224,心,開,三,眞A,去,,臻,汛,0,汛期,,1
6225,心,開,四,先,去,,山,汛,0,潮汛,,1
6226,生,開,二,佳,去,,蟹,汛,0,防汛,,1
6227,邪,合,三,真A,去,精,臻,徇,0,徇私,,2
6228,心,合,一,魂,去,精,臻,巽,0,巽,,2
6229,以,開,三,麻,平,,假,琊,0,瑯琊(琅琊),,2
6230,影,開,二,麻,去,影,假,婭,0,婭(娅),,2
6231,,,,,,,,氬,0,氬(氩),,2
6232,影,開,三,元,上,影,山,偃,0,偃旗息鼓,,2
6233,以,開,三,鹽A,上,以,咸,琰,0,琰,,2
6234,疑,開,三,仙B,去,見,山,唁,0,唁電(唁电),,1
6235,以,開,三,鹽A,去,以,咸,灩,0,灩(滟),,2
6236,疑,開,二,刪,去,見,山,贗,0,贗品(赝品),,2
6237,以,開,三,陽,平,以,宕,暘,0,暘谷,,3
6238,以,開,三,陽,平,,宕,煬,0,煬(炀),,2
6239,以,開,三,陽,去,,宕,煬,0,煬(炀),,2
6240,以,開,三,陽,平,,宕,佯,0,佯裝(佯装),,2
6241,影,開,三,陽,去,,宕,怏,0,怏怏,,2
6242,影,開,三,陽,上,,宕,怏,0,怏怏不樂(怏怏不乐),,2
6243,以,開,三,宵A,平,,效,徭,0,徭役,,2
6244,以,開,三,尤,平,,流,繇,0,繇,,2
6245,以,開,三,清A,入,以,梗,掖,0,掖縣(掖县),,1
6246,,,,,,,,揶,0,揶揄,,2
6247,疑,開,三,嚴,入,見,咸,鄴,0,鄴城(邺城),,2
6248,云,開,三,緝B,入,,深,曄,0,曄然(晔然),,2
6249,云,開,三,葉B,入,,咸,曄,0,,,2
6250,影,開,三,脂A,平,影,止,咿,0,咿呀,,2
6251,,,,,,,,銥,0,銥金(铱金),,2
6252,影,開,三,支B,平,,止,猗,0,漣猗(涟猗),,2
6253,影,開,三,支B,上,,止,猗,0,,,2
6254,影,開,三,之,平,,止,噫,0,噫嘻,,2
6255,以,開,三,之,平,,止,詒,0,詒訓(诒训),,2
6256,以,開,三,脂A,平,以,止,痍,0,瘡痍(疮痍),,2
6257,以,開,三,之,上,以,止,苡,0,薏苡,,2
6258,影,開,三,支B,上,,止,旖,0,旖旎,,2
6259,影,開,三,支B,平,,止,旖,0,,,2
6260,以,開,三,清A,入,以,梗,懌,0,不懌(不怿),,2
6261,以,開,三,真A,入,,臻,軼,0,軼事(轶事),,2
6262,定,開,四,魂,入,,山,軼,0,散軼(散轶),,2
6263,影,開,三,侵B,入,影,深,悒,0,悒悒,,2
6264,影,開,三,蒸,入,影,曾,癔,0,癔症,,2
6265,影,開,三,侵B,平,,深,喑,0,喑啞(喑哑),,2
6266,疑,開,三,眞B,平,,臻,狺,0,狺狺,,2
6267,疑,開,三,欣,平,,臻,狺,0,,,2
6268,,,,,,,,鄞,0,鄞州,,2
6269,以,開,三,真A,去,以,臻,胤,0,後胤(后胤),,2
6270,影,開,二,耕,平,影,梗,嚶,0,嚶鳴(嘤鸣),,2
6271,影,開,三,清A,平,影,梗,瓔,0,瓔珞(璎珞),,2
6272,以,開,三,清A,平,以,梗,楹,0,楹聯(楹联),,2
6273,以,開,三,清A,平,以,梗,嬴,0,嬴政,,2
6274,以,開,三,清A,上,以,梗,郢,0,郢都,,2
6275,影,開,三,清A,上,影,梗,癭,0,癭瘤(瘿瘤),,2
6276,常,開,三,鍾,平,章,通,慵,0,慵懶(慵懒),,2
6277,,,,,,,,壅,0,壅塞,,2
6278,影,開,三,鍾,平,,通,臃,0,臃腫(臃肿),,2
6279,常,開,三,鍾,平,,通,鱅,0,鱅魚(鳙鱼),,2
6280,以,開,三,鍾,平,,通,鱅,0,,,2
6281,影,開,三,幽,平,影,流,呦,0,呦呦,,2
6282,以,開,三,尤,平,以,流,猷,0,鴻猷(鸿猷),,2
6283,以,開,三,尤,上,以,流,牖,0,戶牖(户牖),,2
6284,以,開,三,魚,平,以,遇,璵,0,璵璠(玙璠),,2
6285,以,開,三,魚,平,,遇,歟,0,,,2
6286,以,合,三,虞,平,,遇,臾,0,須臾(须臾),,2
6287,,,,,,,,揄,0,揄揚(揄扬),,2
6288,疑,開,三,鍾,平,見,通,喁,0,喁喁,,2
6289,以,合,三,虞,平,以,遇,腴,0,膏腴,,2
6290,以,合,三,虞,平,,遇,覦,0,覬覦(觊觎),,2
6291,以,合,三,虞,去,,遇,覦,0,,,2
6292,影,合,三,虞,上,影,遇,傴,0,傴僂(伛偻),,2
6293,以,合,三,真A,入,以,臻,聿,0,聿皇,,2
6294,疑,開,三,燭,入,,通,鈺,0,,,2
6295,曉,合,三,蒸,入,影,曾,閾,0,閾值(阈值),,2
6296,云,合,三,元,平,影,山,爰,0,爰書(爰书),,2
6297,疑,合,三,元,平,,臻,黿,0,黿鼉(鼋鼍),,2
6298,云,合,三,元,平,,臻,媛,0,嬋媛(婵媛),,2
6299,云,合,三,仙B,去,,山,媛,0,名媛,,2
6300,云,合,三,仙B,去,影,山,瑗,0,,,2
6301,云,合,三,元,入,影,山,鉞,0,斧鉞(斧钺),,2
6302,云,合,三,文,平,影,臻,紜,0,紛紜(纷纭),,2
6303,云,合,三,文,去,影,臻,鄆,0,鄆城(郓城),,2
6304,影,合,三,文,上,影,臻,惲,0,,,2
6305,影,合,一,魂,平,,臻,韞,0,韞玉(韫玉),,2
6306,影,合,三,文,上,,臻,韞,0,,,2
6307,精,開,一,,入,,咸,匝,0,一匝,,2
6308,精,開,一,,入,,咸,咂,0,咂嘴,,2
6309,莊,開,二,麻,去,,假,咋,0,咋辦(咋办),,2
6310,莊,開,二,耕,入,,梗,咋,0,咋舌,,2
6311,崇,開,二,庚,入,,梗,咋,0,,,2
6312,從,開,一,寒,上,精,山,瓚,0,圭瓚(圭瓒),,2
6313,崇,開,二,耕,入,莊,梗,賾,0,探賾(探赜),,2
6314,精,開,三,蒸,去,精,曾,甑,0,瓦甑,,2
6315,章,開,三,仙A,平,章,山,旃,0,旃檀,,2
6316,,,,,,,,譫,0,譫妄(谵妄),,2
6317,定,開,一,盍,入,,咸,譫,0,,,2
6318,知,開,三,鹽B,平,知,咸,霑,0,霑潤(沾润),,2
6319,,,,,,,,譫,0,譫語(谵语),,2
6320,章,開,一,盍,入,,咸,譫,0,,,2
6321,章,開,三,陽,去,章,宕,嶂,0,疊嶂(叠嶂),,2
6322,,,,,,,,幛,0,壽幛(寿幛),,2
6323,端,合,一,歌,上,端,果,鍺,0,鍺元素(锗元素),,2
6324,章,開,三,麻,去,章,假,柘,0,柘木,,2
6325,章,開,三,麻,去,章,假,鷓,0,鷓鴣(鹧鸪),,2
6326,章,開,三,侵A,平,章,深,箴,0,箴言,,2
6327,章,開,三,眞A,上,,臻,畛,0,畛域,,2
6328,章,開,三,眞A,平,,臻,畛,0,,,2
6329,章,開,三,眞A,上,,臻,縝,0,縝密(缜密),,2
6330,,,,,,,,縝,0,,,2
6331,初,開,二,耕,平,莊,梗,錚,0,錚錚(铮铮),,2
6332,章,開,三,脂A,平,章,止,祗,0,祗候,,2
6333,章,開,三,清A,入,章,梗,跖,0,跖骨,,2
6334,章,開,三,之,上,章,止,沚,0,沙沚,,2
6335,,,,,,,,酯,0,酯化,,2
6336,澄,開,三,真B,入,知,臻,帙,0,卷帙,,2
6337,章,開,三,真A,入,章,臻,桎,0,桎梏,,2
6338,章,開,三,脂A,去,章,止,鷙,0,鷙鳥(鸷鸟),,2
6339,初,開,三,尤,平,,流,謅,0,瞎謅(瞎诌),,2
6340,澄,開,三,東,入,,通,妯,0,妯娌,,2
6341,徹,開,三,尤,平,,流,妯,0,,,2
6342,澄,開,三,尤,去,知,流,胄,0,甲胄,,2
6343,澄,開,三,燭,入,,通,躅,0,躑躅(踯躅),,2
6344,,,,,,,,躅,0,,,2
6345,章,開,三,魚,上,章,遇,渚,0,江渚,,2
6346,章,合,三,仙A,平,章,山,顓,0,顓頊(颛顼),,2
6347,知,合,三,仙B,去,知,山,囀,0,鳥囀(鸟啭),,2
6348,崇,合,二,刪,上,,山,饌,0,盛饌(盛馔),,2
6349,崇,合,三,仙B,去,,山,饌,0,酒饌(酒馔),,2
6350,章,開,三,陽,入,章,宕,斫,0,斫木,,2
6351,精,開,三,支A,平,精,止,貲,0,貲財(赀财),,2
6352,莊,開,三,之,平,莊,止,淄,0,淄博,,2
6353,莊,開,三,支B,平,莊,止,齜,0,齜牙(龇牙),,2
6354,精,開,一,東,入,精,通,鏃,0,箭鏃(箭镞),,2
6355,從,開,一,模,去,精,遇,祚,0,國祚(国祚),,2
6356,,,,,,,,唑,0,咔唑,,2
6357,,,,,,,,,0,,,3
6358,澄,開,三,藥,入,知,宕,着,0,着急,,0
6359,章,開,三,陽,平,章,宕,獐,0,獐子,,2
6360,知,開,三,藥,入,知,宕,着,0,着落,,0
6361,群,合,三,文,平,見,臻,羣,0,羣眾(群众),,0
6362,崇,開,二,庚,平,莊,梗,傖,0,寒傖(寒伧),,2
6363,匣,開,二,皆,去,影,蟹,瀣,0,沆瀣,,2
6364,滂,開,三,支B,平,幫,止,鈹,0,鈹元素(铍元素),,2
6365,幫,開,三,脂,去,幫,止,鉍,0,鉍元素(铋元素),,2
6366,,,,,,,,鎳,0,鎳幣(镍币),,2
6367,,,,,,,,婀,0,婀娜,,2
6368,,,,,,,,鎵,0,鎵元素(镓元素),,2
6369,,,,,,,,銣,0,銣元素(铷元素),,2
6370,,,,,,,,鉬,0,鉬鋼(钼钢),,2
6371,,,,,,,,銦,0,銦元素(铟元素),,2
6372,,,,,,,,鈮,0,鈮元素(铌元素),,2
6373,,,,,,,,鉭,0,鉭元素(钽元素),,2
6374,,,,,,,,釙,0,釙元素(钋元素),,2
6375,幫,合,三,陽,平,幫,宕,鈁,0,鈁元素(钫元素),,2
6376,,,,,,,,釷,0,釷元素(钍元素),,2
6377,,,,,,,,鈈,0,鈈元素(钚元素),,2
6378,,,,,,,,苄,0,苄基,,2
6379,,,,,,,,錒,0,錒元素(锕元素),,2
6380,,,,,,,,氘,0,氘核,,2
6381,,,,,,,,蒽,0,蒽油,,2
6382,,,,,,,,碸,0,碸基(砜基),,2
6383,,,,,,,,呋,0,呋喃,,2
6384,,,,,,,,坩,0,坩堝(坩埚),,2
6385,見,開,一,模,平,見,遇,胍,0,胍基,,2
6386,,,,,,,,焓,0,焓值,,2
6387,,,,,,,,腈,0,腈綸(腈纶),,2
6388,,,,,,,,醌,0,醌類(醌类),,2
6389,,,,,,,,脒,0,脒基,,2
6390,,,,,,,,萘,0,萘丸,,2
6391,,,,,,,,脲,0,脲醛,,2
6392,,,,,,,,哌,0,哌嗪,,2
6393,,,,,,,,巰,0,巰基(巯基),,2
6394,,,,,,,,酞,0,酞菁,,2
6395,,,,,,,,熵,0,熵值,,2
6396,,,,,,,,醣,0,醣類(糖类),,0
6397,,,,,,,,吡,0,吡啶,,2
6398,,,,,,,,吲,0,吲哚,,2
6399,,,,,,,,哚,0,吲哚,,2
6400,,,,,,,,孬,0,孬種(孬种),,2
6401,,,,,,,,朊,0,朊病毒,,2
6402,,,,,,,,仂,0,仂語(仂语),,2
6403,,,,,,,,佧,0,佧佤,,2
6404,,,,,,,,倮,0,赤倮,,2
6405,,,,,,,,傯,0,倥傯(倥偬),,2
6406,,,,,,,,氽,0,氽水,,2
6407,,,,,,,,氚,0,氚核,,2
6408,,,,,,,,凇,0,霧凇(雾凇),,2
6409,見,合,三,陽,去,見,宕,誑,0,誑語(诳语),,2
6410,生,開,三,東,入,莊,通,謖,0,,,2
6411,,,,,,,,坌,0,坌土,,2
6412,,,,,,,,圩,0,圩田,,2
6413,,,,,,,,垸,0,垸子,,2
6414,,,,,,,,垸,0,,,2
6415,,,,,,,,塄,0,地塄,,2
6416,,,,,,,,艿,0,芋艿,,2
6417,,,,,,,,艿,0,,,2
6418,來,開,四,青,入,來,梗,藶,0,葶藶(葶苈),,2
6419,曉,開,三,陽,平,影,宕,薌,0,薌劇(芗剧),,2
6420,心,開,三,東,平,精,通,菘,0,菘藍(菘蓝),,2
6421,,,,,,,,菪,0,莨菪,,2
6422,,,,,,,,葶,0,葶藶(葶苈),,2
6423,生,開,二,江,入,莊,江,蒴,0,蒴果,,2
6424,,,,,,,,夼,0,大夼,,2
6425,見,開,三,侵B,入,見,深,芨,0,芨芨草,,2
6426,,,,,,,,搠,0,搠刺,,2
6427,精,合,一,寒,入,精,山,攥,0,攥緊(攥紧),,2
6428,,,,,,,,卟,0,卟啉,,2
6429,,,,,,,,呔,0,,,2
6430,,,,,,,,哐,0,哐當(哐当),,2
6431,,,,,,,,噝,0,噝聲(咝声),,2
6432,,,,,,,,呲,0,呲牙,,2
6433,,,,,,,,啵,0,,,2
6434,,,,,,,,啵,0,,,2
6435,,,,,,,,唰,0,唰唰,,2
6436,,,,,,,,嗪,0,哌嗪,,2
6437,匣,開,一,豪,平,影,效,嗥,0,嗥叫,,2
6438,,,,,,,,噯,0,噯氣(嗳气),,2
6439,,,,,,,,嗵,0,,,2
6440,,,,,,,,嘞,0,,,2
6441,精,開,一,覃,入,精,咸,嘁,0,嘁嘁喳喳,,1
6442,,,,,,,,噘,0,噘嘴,,2
6443,,,,,,,,囝,0,囝囝,,2
6444,清,開,三,清A,平,精,梗,圊,0,茅圊,,2
6445,,,,,,,,帔,0,霞帔,,2
6446,匣,開,四,先,上,影,山,峴,0,峴港(岘港),,2
6447,,,,,,,,嶴,0,大嶴(大岙),,2
6448,,,,,,,,岣,0,岣嶁(岣嵝),,2
6449,,,,,,,,峁,0,山峁,,2
